u,v,key,osmid,oneway,highway,reversed,length,ref,name,geometry,bridge,lanes,maxspeed
8549666159,8549666321,0,219448460,True,tertiary,False,268.426,,太白路,"LINESTRING (114.1229964 22.5792829, 114.1244743 22.5793312, 114.1245401 22.5793335, 114.1245999 22.5793368, 114.1246634 22.5793417, 114.1247278 22.5793487, 114.1254872 22.5794645, 114.125558 22.5794729, 114.1255979 22.5794773)",,2,
8549666242,8549666300,0,972309905,False,tertiary,False,6.709,,东乐路,"LINESTRING (114.1358102 22.5794684, 114.1358334 22.579412)",,,
8549666242,8549666309,0,920874818,True,tertiary,False,107.717,,太白路,"LINESTRING (114.1358102 22.5794684, 114.1357574 22.5794476, 114.1357072 22.5794331, 114.1356682 22.5794239, 114.13533 22.5793535, 114.1352779 22.5793451, 114.1352317 22.5793392, 114.135184 22.5793356, 114.1351327 22.5793328, 114.1347793 22.5793298)",,2,
8549666300,8549666242,0,972309905,False,tertiary,True,6.709,,东乐路,"LINESTRING (114.1358334 22.579412, 114.1358102 22.5794684)",,,
8549666300,6080171669,0,288456409,False,tertiary,False,239.772,,东乐路,"LINESTRING (114.1358334 22.579412, 114.1358435 22.5793638, 114.1358476 22.579331, 114.1358491 22.5792973, 114.1358481 22.579267, 114.1358293 22.5786797, 114.1357839 22.5772577)",,2,
8549666300,5240923058,0,972309904,True,tertiary,False,87.512,,太白路,"LINESTRING (114.1358334 22.579412, 114.1358715 22.5794298, 114.1359082 22.5794522, 114.1359449 22.5794802, 114.1359842 22.5795109, 114.1364865 22.5799155)",,2,
8549666309,8549666386,0,920874818,True,tertiary,False,225.803,,太白路,"LINESTRING (114.1347793 22.5793298, 114.1344454 22.579327, 114.1344039 22.579328, 114.1343638 22.5793307, 114.1343244 22.5793353, 114.1342846 22.5793434, 114.1342312 22.5793587, 114.1341542 22.5793855, 114.133661 22.5795648, 114.1336062 22.5795851, 114.1335551 22.5796031, 114.1335064 22.5796187, 114.1334624 22.5796312, 114.1334181 22.5796413, 114.1333768 22.5796482, 114.1333347 22.5796528, 114.1328105 22.5796962, 114.1327515 22.5797004, 114.1326435 22.5797053)",,2,
8549666310,5240923058,0,542049630,False,residential,True,7.13,,知心路,"LINESTRING (114.1364417 22.5799645, 114.1364865 22.5799155)",,,
8549666310,8549666242,0,920874818,True,tertiary,False,85.23400000000001,,太白路,"LINESTRING (114.1364417 22.5799645, 114.1359457 22.5795606, 114.1359036 22.5795264, 114.1358623 22.579497, 114.1358102 22.5794684)",,2,
8549666319,8549666320,0,973549790,False,tertiary,True,7.173,,东昌路,"LINESTRING (114.1305482 22.5796867, 114.1305493 22.5796222)",,,
8549666319,8549666328,0,680955521,True,tertiary,False,205.852,,太白路,"LINESTRING (114.1305482 22.5796867, 114.1304092 22.579685, 114.130356 22.5796843, 114.1286987 22.5796638, 114.1286371 22.579662, 114.1285435 22.5796593)",,2,
8549666320,8549666319,0,973549790,False,tertiary,False,7.173,,东昌路,"LINESTRING (114.1305493 22.5796222, 114.1305482 22.5796867)",,,
8549666320,1145385244,0,"[1054407536, 920874817]",False,tertiary,True,177.831,,东昌路,"LINESTRING (114.1305493 22.5796222, 114.1305513 22.5794964, 114.130552 22.5794549, 114.1305644 22.578693, 114.1305742 22.5780983, 114.1305639 22.5780237)",,,
8549666320,8549666385,0,"[1061386089, 1054407547]",True,tertiary,False,214.185,,太白路,"LINESTRING (114.1305493 22.5796222, 114.1306711 22.5796235, 114.1307224 22.5796241, 114.1313184 22.5796307, 114.1324845 22.5796437, 114.1325358 22.5796433, 114.1325869 22.5796421, 114.1326352 22.5796398)",,2,
8549666321,8549666066,0,748626496,False,unclassified,True,3.957,,东胜路,"LINESTRING (114.1255979 22.5794773, 114.125594 22.5795127)",,,
8549666321,8549666329,0,219448460,True,tertiary,False,302.91600000000005,,太白路,"LINESTRING (114.1255979 22.5794773, 114.1256538 22.5794833, 114.125762 22.5794931, 114.1258472 22.5794983, 114.1281667 22.5796002, 114.1283106 22.5796062, 114.1284375 22.5796096, 114.1285443 22.5796118)",,2,
8549666321,7001116411,0,748626496,False,unclassified,False,229.385,,东胜路,"LINESTRING (114.1255979 22.5794773, 114.1256055 22.5794097, 114.1257079 22.577417)",,,
8549666322,8549666323,0,390446854,False,residential,True,7.759,,翠松路,"LINESTRING (114.1227927 22.5793421, 114.1227685 22.579276)",,,
8549666322,2773398829,0,680955521,True,tertiary,False,13.29,,太白路,"LINESTRING (114.1227927 22.5793421, 114.1226633 22.5793392)",,2,
8549666323,8549666322,0,390446854,False,residential,False,7.759,,翠松路,"LINESTRING (114.1227685 22.579276, 114.1227927 22.5793421)",,,
8549666323,8549666159,0,973549788,True,tertiary,False,23.412,,太白路,"LINESTRING (114.1227685 22.579276, 114.1228378 22.579278, 114.122905 22.5792799, 114.1229964 22.5792829)",,2,
8549666328,8549666329,0,647449703,False,residential,True,5.282,,,"LINESTRING (114.1285435 22.5796593, 114.1285443 22.5796118)",,,
8549666328,8549666066,0,680955521,True,tertiary,False,303.28200000000004,,太白路,"LINESTRING (114.1285435 22.5796593, 114.1284017 22.5796552, 114.1283103 22.5796519, 114.1258216 22.5795297, 114.1257099 22.5795222, 114.125594 22.5795127)",,2,
8549666329,8549666328,0,647449703,False,residential,False,5.282,,,"LINESTRING (114.1285443 22.5796118, 114.1285435 22.5796593)",,,
8549666329,8549666320,0,219448460,True,tertiary,False,205.863,,太白路,"LINESTRING (114.1285443 22.5796118, 114.1287028 22.5796149, 114.1303607 22.5796201, 114.1304095 22.5796206, 114.1305493 22.5796222)",,2,
8549666329,6080309364,0,647449703,False,residential,True,198.23499999999999,,,"LINESTRING (114.1285443 22.5796118, 114.1285717 22.5779701, 114.1285766 22.5778293)",,,
8549666385,8549666386,0,1061386090,False,tertiary,True,7.333,,东晓路,"LINESTRING (114.1326352 22.5796398, 114.1326435 22.5797053)",,,
8549666385,8549666300,0,973549789,True,tertiary,False,336.2510000000001,,太白路,"LINESTRING (114.1326352 22.5796398, 114.1327071 22.5796365, 114.1327509 22.5796341, 114.132798 22.5796304, 114.1333122 22.5795845, 114.1333633 22.5795781, 114.1334154 22.5795701, 114.1334628 22.57956, 114.1335119 22.5795461, 114.1335535 22.5795323, 114.1342274 22.5792957, 114.1342601 22.5792859, 114.1342923 22.5792787, 114.134326 22.5792734, 114.1343612 22.5792701, 114.1343979 22.5792692, 114.135093 22.5792747, 114.135141 22.5792765, 114.1351866 22.5792799, 114.1352281 22.5792844, 114.135272 22.5792908, 114.1356833 22.579375, 114.1357203 22.5793826, 114.135778 22.5793954, 114.1358334 22.579412)",,2,
8549666385,2920173166,0,1061386087,False,tertiary,False,235.584,,东晓路,"LINESTRING (114.1326352 22.5796398, 114.132621 22.579528, 114.132616 22.5794878, 114.13237 22.5777119, 114.1323403 22.5775388)",,,
8549666386,8549666385,0,1061386090,False,tertiary,False,7.333,,东晓路,"LINESTRING (114.1326435 22.5797053, 114.1326352 22.5796398)",,,
8549666386,8549666319,0,1061386088,True,tertiary,False,215.161,,太白路,"LINESTRING (114.1326435 22.5797053, 114.1325365 22.5797101, 114.1324934 22.5797112, 114.1313179 22.5796964, 114.1307219 22.5796889, 114.1306681 22.5796882, 114.1305482 22.5796867)",,2,
8549666482,2286514611,0,219501181,True,tertiary,False,220.04399999999998,,翠竹路辅路,"LINESTRING (114.1230431 22.5761497, 114.1232651 22.5754985, 114.1233002 22.5754004, 114.1233415 22.575298, 114.1236262 22.5746493, 114.1237655 22.5744774, 114.123875 22.574342)",,,
8549666515,4472714124,0,450353143,False,residential,True,88.72800000000001,,祝愿路,"LINESTRING (114.1374988 22.5786828, 114.1373434 22.5781886, 114.1373171 22.5779063)",,,
8703571602,2286555713,0,219505251,False,residential,False,17.1,,,"LINESTRING (114.126911 22.5757815, 114.1270747 22.5758098)",,,
8703571602,8703571603,0,219505251,False,residential,True,73.549,,,"LINESTRING (114.126911 22.5757815, 114.1262069 22.5756598)",,,
8703571602,2286555715,0,219505255,False,residential,False,128.027,,太心路,"LINESTRING (114.126911 22.5757815, 114.1266691 22.576911)",,,
8703571602,2286555707,0,219505257,False,residential,True,26.352,,安心路,"LINESTRING (114.126911 22.5757815, 114.1269618 22.5755492)",,,
8703571603,8703571602,0,219505251,False,residential,False,73.549,,,"LINESTRING (114.1262069 22.5756598, 114.126911 22.5757815)",,,
8703571603,2286555708,0,219505251,False,residential,True,69.799,,,"LINESTRING (114.1262069 22.5756598, 114.1255387 22.5755443)",,,
8703571603,8703615339,0,219505252,False,residential,False,28.075,,,"LINESTRING (114.1262069 22.5756598, 114.1262559 22.5754114)",,,
8703571604,2286555708,0,219505244,False,residential,False,29.722,,,"LINESTRING (114.1255847 22.5752804, 114.1255387 22.5755443)",,,
8703571604,8703571605,0,219505244,False,residential,True,9.122,,,"LINESTRING (114.1255847 22.5752804, 114.1255988 22.5751994)",,,
8703571604,8703615339,0,219505248,False,residential,False,70.438,,,"LINESTRING (114.1255847 22.5752804, 114.1262559 22.5754114)",,,
8703571605,8703571604,0,219505244,False,residential,False,9.122,,,"LINESTRING (114.1255988 22.5751994, 114.1255847 22.5752804)",,,
8703571605,8703571606,0,219505244,False,residential,True,22.322,,,"LINESTRING (114.1255988 22.5751994, 114.1256333 22.5750012)",,,
8703571605,2286555695,0,219505246,False,residential,False,103.618,,,"LINESTRING (114.1255988 22.5751994, 114.1246154 22.5749901)",,,
8703571606,8703571605,0,219505244,False,residential,False,22.322,,,"LINESTRING (114.1256333 22.5750012, 114.1255988 22.5751994)",,,
8703571606,2286555705,0,219505244,False,residential,True,24.146,,,"LINESTRING (114.1256333 22.5750012, 114.1256706 22.5747868)",,,
8703571606,8703615340,0,219505250,False,residential,False,71.093,,,"LINESTRING (114.1256333 22.5750012, 114.1263109 22.5751327)",,,
8703571608,2286555705,0,219505244,False,residential,False,91.42699999999999,,,"LINESTRING (114.1261648 22.5741104, 114.1257561 22.5746001, 114.1257199 22.5746564, 114.1256928 22.5747127, 114.1256706 22.5747868)",,,
8703571608,8703571615,0,219505244,False,residential,True,49.578,,,"LINESTRING (114.1261648 22.5741104, 114.1264176 22.5738076, 114.1264619 22.573759)",,,
8703571608,8703615341,0,"[939606665, 219505252]",False,residential,True,104.096,,,"LINESTRING (114.1261648 22.5741104, 114.1264628 22.574363, 114.1263535 22.5749165)",,,
8703571615,2286555682,0,219498390,False,tertiary,True,89.312,,太安路,"LINESTRING (114.1264619 22.573759, 114.1258108 22.5732264)",,,
8703571615,2286555688,0,219498390,False,tertiary,False,111.449,,太安路,"LINESTRING (114.1264619 22.573759, 114.1265181 22.5738049, 114.1272744 22.5744236)",,,
8703571615,8703571608,0,219505244,False,residential,False,49.578,,,"LINESTRING (114.1264619 22.573759, 114.1264176 22.5738076, 114.1261648 22.5741104)",,,
8703615125,6514994933,0,"[542049649, 968944914, 729274699, 968944913]",True,trunk_link,False,1127.629,,,"LINESTRING (114.1295636 22.5775975, 114.13034 22.5775683, 114.1304559 22.577561, 114.1305709 22.5775495, 114.1306841 22.577534, 114.1307939 22.5775144, 114.1309045 22.5774874, 114.1327259 22.5769817, 114.1328586 22.5769449, 114.1329778 22.5769085, 114.1331127 22.5768633, 114.1336051 22.5766984, 114.1349915 22.5762667, 114.1363634 22.575787, 114.1364829 22.5757454, 114.1366167 22.5756899, 114.1367543 22.5756221, 114.136862 22.5755597, 114.1369763 22.5754832, 114.1370797 22.5754028, 114.1373338 22.5751958, 114.1374215 22.5751275, 114.1375156 22.575066, 114.1376109 22.5750167, 114.1377182 22.5749705, 114.1378066 22.5749404, 114.1378922 22.5749219, 114.1379802 22.5749119, 114.138069 22.5749096, 114.1381561 22.5749141, 114.1382509 22.5749253, 114.138391 22.5749535, 114.1385608 22.5750244, 114.1386994 22.5751101, 114.1388257 22.5752224, 114.1389438 22.5753533, 114.1390489 22.5755212, 114.1393105 22.5760508)",yes,,
8703615125,588493908,0,"[693874514, 497068351, 968944277, 968944279]",True,trunk,False,1395.011,,"['爱国路高架桥', '布心路']","LINESTRING (114.1295636 22.5775975, 114.1296954 22.5776175, 114.1298376 22.5776345, 114.1299824 22.5776465, 114.1301242 22.5776527, 114.1302721 22.5776523, 114.1304043 22.5776475, 114.1305284 22.5776393, 114.1306322 22.5776286, 114.1307415 22.5776129, 114.1308417 22.5775926, 114.1309424 22.5775683, 114.1327868 22.5770621, 114.1329031 22.5770279, 114.1330272 22.5769894, 114.1350173 22.5763419, 114.1363923 22.5758847, 114.1365138 22.5758427, 114.1366263 22.5758019, 114.1367496 22.5757515, 114.136856 22.5757028, 114.1369651 22.5756466, 114.1370783 22.575581, 114.1371791 22.575517, 114.1372861 22.5754437, 114.1373969 22.5753576, 114.1374904 22.5752784, 114.1376011 22.5751767, 114.1376985 22.5750725, 114.1377795 22.5749729, 114.137868 22.5748543, 114.1379362 22.5747516, 114.1380098 22.5746317, 114.1380742 22.5745166, 114.138132 22.5743939, 114.1381807 22.574276, 114.138233 22.5741266, 114.1382755 22.5739797, 114.1383058 22.5738468, 114.1383326 22.5737104, 114.1383502 22.5735966, 114.138365 22.573458, 114.1383716 22.5733326, 114.1383716 22.5732047, 114.1383635 22.5730821, 114.1383452 22.5729332, 114.1383217 22.5727981, 114.1382911 22.5726507, 114.1378192 22.5707877)",yes,,
8703615215,581260722,0,558274286,True,trunk,False,568.906,G107,布心路,"LINESTRING (114.1301726 22.5778049, 114.1300258 22.5777968, 114.1298621 22.5777826, 114.1297105 22.5777647, 114.1288 22.5776254, 114.1286655 22.5776001, 114.1246962 22.5770335)",,,
8703615301,9014078450,0,974023653,True,trunk_link,False,49.58,,,"LINESTRING (114.1378963 22.5701571, 114.137921 22.5702271, 114.1379299 22.570281, 114.1379104 22.5704395, 114.137896 22.5704715, 114.1378713 22.5705007, 114.1378428 22.5705249, 114.1377929 22.5705462)",,1,
8703615301,9014078450,1,1054407544,True,trunk,False,44.650999999999996,G107;S360,爱国路,"LINESTRING (114.1378963 22.5701571, 114.1378849 22.5702338, 114.1378662 22.5703245, 114.1377929 22.5705462)",,,
8703615324,5383239517,0,593587499,True,primary,False,63.075,S360,沙湾路,"LINESTRING (114.1395337 22.5774192, 114.1393089 22.5768913)",,,
8703615324,4472714280,0,920874825,False,residential,True,137.453,,祝寿路,"LINESTRING (114.1395337 22.5774192, 114.1395422 22.5775164, 114.1395528 22.5776125, 114.1395746 22.577694, 114.1397144 22.5780915, 114.1391723 22.5782945)",,,
8703615339,2286555707,0,219505248,False,residential,False,74.08,,,"LINESTRING (114.1262559 22.5754114, 114.1269618 22.5755492)",,,
8703615339,8703571604,0,219505248,False,residential,True,70.438,,,"LINESTRING (114.1262559 22.5754114, 114.1255847 22.5752804)",,,
8703615339,8703615340,0,219505252,False,residential,False,31.5,,,"LINESTRING (114.1262559 22.5754114, 114.1263109 22.5751327)",,,
8703615339,8703571603,0,219505252,False,residential,True,28.075,,,"LINESTRING (114.1262559 22.5754114, 114.1262069 22.5756598)",,,
8703615340,2286555704,0,219505250,False,residential,False,74.668,,,"LINESTRING (114.1263109 22.5751327, 114.1270226 22.5752707)",,,
8703615340,8703571606,0,219505250,False,residential,True,71.093,,,"LINESTRING (114.1263109 22.5751327, 114.1256333 22.5750012)",,,
8703615340,8703615341,0,219505252,False,residential,False,24.435,,,"LINESTRING (114.1263109 22.5751327, 114.1263535 22.5749165)",,,
8703615340,8703615339,0,219505252,False,residential,True,31.5,,,"LINESTRING (114.1263109 22.5751327, 114.1262559 22.5754114)",,,
8703615341,2286555694,0,219505247,False,residential,False,75.14,,,"LINESTRING (114.1263535 22.5749165, 114.1270703 22.5750527)",,,
8703615341,2286555705,0,219505247,False,residential,True,71.585,,,"LINESTRING (114.1263535 22.5749165, 114.1256706 22.5747868)",,,
8703615341,8703615340,0,219505252,False,residential,True,24.435,,,"LINESTRING (114.1263535 22.5749165, 114.1263109 22.5751327)",,,
8703615341,8703571608,0,"[939606665, 219505252]",False,residential,False,104.096,,,"LINESTRING (114.1263535 22.5749165, 114.1264628 22.574363, 114.1261648 22.5741104)",,,
9014078450,9689769177,0,974023652,True,trunk_link,False,106.77799999999999,,,"LINESTRING (114.1377929 22.5705462, 114.1377919 22.5709016, 114.1377538 22.5713797, 114.1377556 22.5714396, 114.137771 22.5715036)",,1,
9014078450,9689769177,1,1054407545,True,trunk,False,111.27799999999999,G107;S360,爱国路,"LINESTRING (114.1377929 22.5705462, 114.1377042 22.5707681, 114.1376612 22.5709218, 114.1376455 22.5710453, 114.1376465 22.5711766, 114.1376663 22.5712886, 114.1377129 22.5714046, 114.137771 22.5715036)",,,
9014078458,5240881931,0,558274281,True,primary,False,55.263,S360,沙湾路,"LINESTRING (114.1386449 22.5748454, 114.1385714 22.5745963, 114.1384914 22.5743692)",,,
9199686589,8218242177,0,219498390,False,tertiary,True,7.7,,太安路,"LINESTRING (114.1244856 22.5723453, 114.1244191 22.5723133)",,,
9199686589,6155047730,0,219498390,False,tertiary,False,95.731,,太安路,"LINESTRING (114.1244856 22.5723453, 114.1246591 22.5724351, 114.1252792 22.5727968)",,,
9199686589,9199686592,0,1050747494,True,secondary,False,92.21900000000001,,翠竹路,"LINESTRING (114.1244856 22.5723453, 114.1244528 22.5724877, 114.1244414 22.5725369, 114.1243003 22.5731568)",,,
9199686592,2286555695,0,219505254,False,residential,False,303.40500000000003,,,"LINESTRING (114.1243003 22.5731568, 114.124396 22.5731766, 114.1244289 22.5731836, 114.1249426 22.573306, 114.1253115 22.5734785, 114.1254205 22.5736184, 114.1249137 22.5743887, 114.1246154 22.5749901)",,,
9199686592,2286514613,0,1050747494,True,secondary,False,144.181,,翠竹路,"LINESTRING (114.1243003 22.5731568, 114.1241481 22.5738252, 114.1240989 22.5739823, 114.1240503 22.5740986, 114.1239824 22.5742539, 114.1239153 22.5743992)",,,
9592075767,6798175987,0,99004016,False,tertiary,True,139.685,,贝丽北路,"LINESTRING (114.1215575 22.5751277, 114.1217609 22.5738856)",,,
9592075767,9592075769,0,1041951223,False,unclassified,True,111.194,,,"LINESTRING (114.1215575 22.5751277, 114.1204746 22.5751162)",,,
9592075767,9592075780,0,99004016,False,tertiary,False,101.112,,贝丽北路,"LINESTRING (114.1215575 22.5751277, 114.1214509 22.5757791, 114.1214103 22.5760268)",,,
9592075768,6798209314,0,219493671,True,primary,False,49.966,,布心路辅路,"LINESTRING (114.1204445 22.5763866, 114.1209301 22.5763571)",,,
9592075768,9592075770,0,1041951224,False,unclassified,False,67.701,,玉贝路,"LINESTRING (114.1204445 22.5763866, 114.1204589 22.5757779)",,,
9592075769,9592075767,0,1041951223,False,unclassified,False,111.194,,,"LINESTRING (114.1204746 22.5751162, 114.1215575 22.5751277)",,,
9592075769,9592075770,0,1041951224,False,unclassified,True,73.595,,玉贝路,"LINESTRING (114.1204746 22.5751162, 114.1204589 22.5757779)",,,
9592075770,9592075769,0,1041951224,False,unclassified,False,73.595,,玉贝路,"LINESTRING (114.1204589 22.5757779, 114.1204746 22.5751162)",,,
9592075770,9592075768,0,1041951224,False,unclassified,True,67.701,,玉贝路,"LINESTRING (114.1204589 22.5757779, 114.1204445 22.5763866)",,,
9592075770,9592075771,0,1041951225,False,unclassified,False,71.217,,,"LINESTRING (114.1204589 22.5757779, 114.1211525 22.5757821)",,,
9592075771,9592075770,0,1041951225,False,unclassified,True,71.217,,,"LINESTRING (114.1211525 22.5757821, 114.1204589 22.5757779)",,,
9592075776,6798175987,0,724860405,True,tertiary,False,58.558,,水贝二路,"LINESTRING (114.1223312 22.573881, 114.1217609 22.5738856)",,,
9592075776,9592075777,0,1041951231,False,unclassified,False,238.618,,,"LINESTRING (114.1223312 22.573881, 114.1223296 22.5740397, 114.1223042 22.5760268)",,,
9592075777,9592075779,0,1041951232,False,unclassified,True,66.79,,,"LINESTRING (114.1223042 22.5760268, 114.1229547 22.5760267)",,,
9592075777,9592075776,0,1041951231,False,unclassified,True,238.618,,,"LINESTRING (114.1223042 22.5760268, 114.1223296 22.5740397, 114.1223312 22.573881)",,,
9592075777,9592075780,0,1041951232,False,unclassified,False,91.781,,,"LINESTRING (114.1223042 22.5760268, 114.1215941 22.5760268, 114.1214103 22.5760268)",,,
9592075779,9592075777,0,1041951232,False,unclassified,False,66.79,,,"LINESTRING (114.1229547 22.5760267, 114.1223042 22.5760268)",,,
9592075780,1145406058,0,99004016,False,tertiary,False,34.21,,贝丽北路,"LINESTRING (114.1214103 22.5760268, 114.1213605 22.576331)",,,
9592075780,9592075767,0,99004016,False,tertiary,True,101.112,,贝丽北路,"LINESTRING (114.1214103 22.5760268, 114.1214509 22.5757791, 114.1215575 22.5751277)",,,
9592075780,9592075777,0,1041951232,False,unclassified,True,91.781,,,"LINESTRING (114.1214103 22.5760268, 114.1215941 22.5760268, 114.1223042 22.5760268)",,,
9689769177,9689769190,0,685048783,True,trunk,False,385.246,G107;S360,爱国路,"LINESTRING (114.137771 22.5715036, 114.1380855 22.5720049, 114.1382098 22.5722077, 114.1382955 22.5723943, 114.1383574 22.5726022, 114.138601 22.5737953, 114.1386421 22.5739734, 114.1387031 22.5741524, 114.1389029 22.5746283, 114.13895 22.574761)",,,
9689769190,5240881409,0,"[1054407546, 685048783]",True,"['primary', 'trunk']",False,231.428,"['G107;S360', 'S360']","['沙湾路', '爱国路']","LINESTRING (114.13895 22.574761, 114.1390203 22.5749571, 114.1390377 22.5750056, 114.1391078 22.5752013, 114.1391339 22.5752682, 114.1393828 22.5759081, 114.1394814 22.5761566, 114.1397398 22.5767091)",,,
9689769190,9014078458,0,974023658,True,trunk_link,False,39.715999999999994,,,"LINESTRING (114.13895 22.574761, 114.1389247 22.5748354, 114.1388228 22.5748825, 114.1387344 22.5748864, 114.1386449 22.5748454)",,1,
9761601784,5240881931,0,"[542049641, 974023655]",True,trunk,False,152.928,G107,布心路辅路,"LINESTRING (114.1374861 22.5752416, 114.1380281 22.5750701, 114.1381664 22.5749893, 114.1383044 22.5748087, 114.1384441 22.5745364, 114.1384914 22.5743692)",,,
9761601784,2920173170,0,715368978,True,trunk_link,False,82.86399999999999,,,"LINESTRING (114.1374861 22.5752416, 114.1376475 22.575241, 114.1377829 22.5752979, 114.1378547 22.5753618, 114.1378931 22.5754526, 114.1378844 22.5755383, 114.1377943 22.5757015)",,,
