u,v,key,osmid,oneway,lanes,highway,reversed,length,geometry,name,ref,maxspeed,access,bridge
7950517391,503466607,0,50933322,False,,tertiary,False,125.196,"LINESTRING (114.0740208 22.5382931, 114.074353 22.5393764)",福安街,,,,
7950517391,1123394574,0,50933322,False,,tertiary,True,71.072,"LINESTRING (114.0740208 22.5382931, 114.0738323 22.5376781)",福安街,,,,
7950517391,7950517390,0,273652994,False,,residential,True,80.337,"LINESTRING (114.0740208 22.5382931, 114.0732654 22.5384807)",,,,,
7950517393,1123394574,0,273652998,False,,residential,True,76.774,"LINESTRING (114.0731178 22.5378811, 114.0738323 22.5376781)",,,,,
7950517395,7993875250,0,50933392,False,,tertiary,False,14.669,"LINESTRING (114.0719249 22.5359278, 114.0720677 22.5359303)",福宁街,,,,
7950517395,2653614515,0,"[1120977004, 217822805]",True,,"['secondary', 'primary_link']",False,451.0379999999999,"LINESTRING (114.0719249 22.5359278, 114.0719431 22.5348815, 114.0719443 22.5348147, 114.0719775 22.5329082, 114.0719864 22.5323953, 114.071987 22.5323603, 114.0719866 22.5323192, 114.0719823 22.5322776, 114.0719778 22.532236, 114.07197 22.5321971, 114.0719575 22.5321582, 114.0719407 22.5321214, 114.0719205 22.5320933, 114.0718899 22.5320617, 114.0718581 22.5320355, 114.0718181 22.5320104, 114.0717386 22.5319709)",福田路,,,,
7950517401,1699066608,0,260266061,True,2,primary,False,27.145,"LINESTRING (114.078527 22.5346669, 114.0784074 22.5344492)",滨河大道辅路,,40,yes,
7950517401,3082227644,0,852327526,True,,primary_link,False,26.469000000000005,"LINESTRING (114.078527 22.5346669, 114.0784482 22.5346407, 114.078416 22.5346327, 114.0783798 22.5346284, 114.0783453 22.5346262, 114.0783091 22.5346268, 114.0782764 22.5346327)",福祥街,,,,
7950517435,7992170563,0,217822805,True,,secondary,False,35.753,"LINESTRING (114.0718778 22.5386302, 114.0718802 22.5384951, 114.0718834 22.5383087)",福田路,,,,
7950517435,7992170556,0,996321298,True,,secondary,False,16.416,"LINESTRING (114.0718778 22.5386302, 114.0718944 22.5386368, 114.0720237 22.5386905)",福华路,,,,
7950517485,649484276,0,50933378,False,,secondary,False,97.304,"LINESTRING (114.0750911 22.5334377, 114.0756645 22.5341343)",福星路,,,,
7950517485,2784878498,0,50933378,False,,secondary,True,19.598,"LINESTRING (114.0750911 22.5334377, 114.0749756 22.5332974)",福星路,,,,
7950517485,2784878466,0,273652990,False,,residential,False,190.729,"LINESTRING (114.0750911 22.5334377, 114.0765186 22.5323406)",,,,,
7950517541,7950517545,0,50933378,False,,secondary,True,92.037,"LINESTRING (114.0766757 22.5353989, 114.0761433 22.5347331)",福星路,,,,
7950517541,7950517542,0,852327531,False,,residential,False,85.563,"LINESTRING (114.0766757 22.5353989, 114.0760385 22.5358946)",,,,,
7950517541,7950517551,0,50933378,False,,secondary,False,41.439,"LINESTRING (114.0766757 22.5353989, 114.0768422 22.5356071, 114.0769197 22.5356956)",福星路,,,,
7950517542,7950517541,0,852327531,False,,residential,True,85.563,"LINESTRING (114.0760385 22.5358946, 114.0766757 22.5353989)",,,,,
7950517542,7950517543,0,852327532,False,,residential,True,33.93,"LINESTRING (114.0760385 22.5358946, 114.0762594 22.5361215)",,,,,
7950517542,7950517545,0,"[852327532, 852327533]",False,,residential,False,183.00400000000002,"LINESTRING (114.0760385 22.5358946, 114.0754614 22.5353019, 114.0761433 22.5347331)",,,,,
7950517543,7950517542,0,852327532,False,,residential,False,33.93,"LINESTRING (114.0762594 22.5361215, 114.0760385 22.5358946)",,,,,
7950517545,7950517541,0,50933378,False,,secondary,False,92.037,"LINESTRING (114.0761433 22.5347331, 114.0766757 22.5353989)",福星路,,,,
7950517545,649484276,0,50933378,False,,secondary,True,82.774,"LINESTRING (114.0761433 22.5347331, 114.0756645 22.5341343)",福星路,,,,
7950517545,7950517542,0,"[852327532, 852327533]",False,,residential,True,183.00400000000002,"LINESTRING (114.0761433 22.5347331, 114.0754614 22.5353019, 114.0760385 22.5358946)",,,,,
7950517551,3082227644,0,96941161,False,,tertiary,False,182.713,"LINESTRING (114.0769197 22.5356956, 114.0782764 22.5346327)",福祥街,,,,
7950517551,503466597,0,50933378,False,,secondary,False,143.734,"LINESTRING (114.0769197 22.5356956, 114.0770691 22.5358659, 114.0771125 22.535921, 114.0771412 22.5359661, 114.0771717 22.5360291, 114.0771924 22.5360932, 114.0772123 22.536166, 114.0773676 22.536894)",福星路,,,,
7950517551,7950517541,0,50933378,False,,secondary,True,41.439,"LINESTRING (114.0769197 22.5356956, 114.0768422 22.5356071, 114.0766757 22.5353989)",福星路,,,,
7950517551,1123394574,0,96941161,False,,tertiary,True,395.80899999999997,"LINESTRING (114.0769197 22.5356956, 114.0768509 22.5357495, 114.0747253 22.5374812, 114.0746861 22.5375087, 114.0746353 22.5375387, 114.0745781 22.5375627, 114.0745204 22.5375796, 114.0744509 22.5375939, 114.0738323 22.5376781)",福祥街,,,,
7953723960,2784870927,0,273652211,False,,residential,False,132.345,"LINESTRING (114.0699486 22.537458, 114.0694186 22.5383525, 114.0693873 22.538403, 114.0693843 22.5385153)",,,,,
7953723960,7992170539,0,852635425,False,,residential,False,177.61800000000002,"LINESTRING (114.0699486 22.537458, 114.0703099 22.5376957, 114.070635 22.5379142, 114.0708324 22.5380528, 114.0708739 22.5380892, 114.070899 22.5381195, 114.070922 22.5381536, 114.0709379 22.5381869, 114.0709527 22.5382324, 114.0709605 22.5382764, 114.0709722 22.5383847, 114.0709672 22.5386034)",,,,,
7959990521,7959990531,0,617224846,True,2,tertiary,False,11.02,"LINESTRING (114.0620381 22.5336869, 114.0619308 22.5336871)",福华五路,,,,
7959990521,7959990615,0,853337018,True,2,tertiary,False,196.622,"LINESTRING (114.0620381 22.5336869, 114.0620445 22.5337097, 114.062046 22.5337303, 114.0620456 22.5337599, 114.0620446 22.5338285, 114.0620294 22.5353481, 114.0620322 22.5353786, 114.0620373 22.5353997, 114.062046 22.5354189, 114.0620536 22.5354321, 114.0620668 22.5354456)",中心八路,,,,
7959990531,7959990559,0,"[853337017, 617224846]",True,2,tertiary,False,138.16400000000002,"LINESTRING (114.0619308 22.5336871, 114.0619097 22.5336872, 114.0618636 22.5336873, 114.0607247 22.5336668, 114.0606861 22.5336661, 114.0605858 22.5336643)",福华五路,,,,
7959990556,7959990557,0,808268027,True,,tertiary,False,7.93,"LINESTRING (114.0605097 22.5335846, 114.0605869 22.533586)",福华五路,,,,
7959990556,7959990534,0,"[923157992, 808268036, 259898118]",True,,tertiary,False,200.172,"LINESTRING (114.0605097 22.5335846, 114.0605116 22.5334843, 114.0605127 22.5334272, 114.0605372 22.5321649, 114.0605382 22.5320936, 114.0605327 22.5320514, 114.0605206 22.5320111, 114.0605008 22.5319791, 114.060475 22.5319451, 114.0604385 22.5319074, 114.0603597 22.5318453)",海田路,,,,yes
7959990557,7959990559,0,34900355,True,,tertiary,False,8.707,"LINESTRING (114.0605869 22.533586, 114.0605858 22.5336643)",海田路,,,,
7959990557,7959990521,0,808268027,True,,tertiary,False,152.682,"LINESTRING (114.0605869 22.533586, 114.060689 22.5335878, 114.0607259 22.5335885, 114.0618684 22.533609, 114.0619097 22.5336103, 114.0619329 22.533611, 114.0619616 22.5336174, 114.0619898 22.5336305, 114.0620132 22.5336483, 114.0620274 22.5336657, 114.0620381 22.5336869)",福华五路,,,,
7959990558,7959990556,0,259898118,True,,tertiary,False,8.708,"LINESTRING (114.0605081 22.5336629, 114.0605097 22.5335846)",海田路,,,,
7959990559,7959990558,0,853337017,True,,tertiary,False,7.982,"LINESTRING (114.0605858 22.5336643, 114.0605081 22.5336629)",福华五路,,,,
7959990559,7959990624,0,34900355,True,,tertiary,False,195.49800000000002,"LINESTRING (114.0605858 22.5336643, 114.0605847 22.5337463, 114.0605839 22.5338, 114.0605629 22.5352615, 114.060562 22.535325, 114.0605606 22.5354223)",海田路,,,,
7959990615,9666019894,0,617162856,True,0,tertiary,False,47.897000000000006,"LINESTRING (114.0620668 22.5354456, 114.0622729 22.5354487, 114.0625331 22.5354527)",福华三路,,,,
7959990620,7959990615,0,617162856,True,0,tertiary,False,15.449,"LINESTRING (114.0619164 22.5354432, 114.0620668 22.5354456)",福华三路,,,,
7959990620,7959990531,0,808268026,True,2,tertiary,False,200.06199999999998,"LINESTRING (114.0619164 22.5354432, 114.0619347 22.5354274, 114.0619489 22.5354105, 114.0619611 22.5353908, 114.0619682 22.5353715, 114.0619714 22.5353487, 114.0619916 22.5338247, 114.0619927 22.5337622, 114.0619905 22.5337446, 114.0619848 22.5337291, 114.061975 22.5337136, 114.061964 22.5337013, 114.0619503 22.5336935, 114.0619308 22.5336871)",中心八路,,,,
7959990621,7959990622,0,259898118,True,,tertiary,False,13.79,"LINESTRING (114.0604716 22.5355449, 114.060474 22.5354209)",海田路,,,,
7959990622,7959990624,0,617162856,True,0,tertiary,False,8.896,"LINESTRING (114.060474 22.5354209, 114.0605606 22.5354223)",福华三路,,,,
7959990622,7959990558,0,259898118,True,,tertiary,False,195.512,"LINESTRING (114.060474 22.5354209, 114.0604759 22.535325, 114.0604771 22.5352616, 114.0605054 22.5338042, 114.0605065 22.5337447, 114.0605081 22.5336629)",海田路,,,,
7959990623,7959990621,0,996752252,True,,tertiary,False,8.967,"LINESTRING (114.0605589 22.5355462, 114.0604716 22.5355449)",福华三路,,,,
7959990623,7959990621,1,"[34900355, 259898118]",True,,tertiary,False,111.16,"LINESTRING (114.0605589 22.5355462, 114.060557 22.5356718, 114.0605564 22.5357118, 114.0605506 22.5360069, 114.0604648 22.5360045, 114.0604684 22.5357119, 114.0604693 22.5356682, 114.0604716 22.5355449)",海田路,,,,
7959990624,7959990623,0,34900355,True,,tertiary,False,13.778,"LINESTRING (114.0605606 22.5354223, 114.0605589 22.5355462)",海田路,,,,
7959990624,7959990620,0,617162856,True,0,tertiary,False,139.266,"LINESTRING (114.0605606 22.5354223, 114.0606796 22.5354241, 114.060742 22.5354251, 114.0619164 22.5354432)",福华三路,,,,
7992170510,7992170518,0,237810409,True,,secondary,False,212.2,"LINESTRING (114.0722813 22.5387992, 114.0740749 22.5395707, 114.0741543 22.5396049)",福华路,,,,
7992170511,7992170524,0,617463312,True,,secondary_link,False,47.74,"LINESTRING (114.0723762 22.5389052, 114.072359 22.5389012, 114.07234 22.538899, 114.0723187 22.5388983, 114.0722966 22.5388996, 114.0722744 22.5389022, 114.0722514 22.538906, 114.0722275 22.5389118, 114.0722037 22.5389198, 114.0721811 22.5389298, 114.0721534 22.5389444, 114.0721228 22.5389634, 114.0720995 22.5389824, 114.0720806 22.5390015, 114.0720618 22.5390222, 114.0720469 22.5390429, 114.0720362 22.5390607, 114.0720277 22.5390782, 114.072022 22.5390922, 114.0720171 22.5391107)",,,,,
7992170511,7992170538,0,857204498,True,,secondary,False,39.522,"LINESTRING (114.0723762 22.5389052, 114.0721199 22.5387937, 114.0720721 22.5387781, 114.0720225 22.5387679)",福华路,,,,
7992170512,7992170518,0,817826920,False,,tertiary,True,7.487,"LINESTRING (114.074121 22.5396648, 114.0741543 22.5396049)",福庆街,,,,
7992170512,7992170511,0,857204498,True,,secondary,False,198.102,"LINESTRING (114.074121 22.5396648, 114.0723762 22.5389052)",福华路,,,,
7992170518,7992170512,0,817826920,False,,tertiary,False,7.487,"LINESTRING (114.0741543 22.5396049, 114.074121 22.5396648)",福庆街,,,,
7992170518,5827543980,0,237810409,True,,secondary,False,95.516,"LINESTRING (114.0741543 22.5396049, 114.0748413 22.5398996, 114.074853 22.5399054, 114.0749019 22.5399262, 114.0749562 22.5399462, 114.0750004 22.5399609)",福华路,,,,
7992170518,503466607,0,817826920,False,,tertiary,True,32.737,"LINESTRING (114.0741543 22.5396049, 114.0741692 22.5395781, 114.0741935 22.5395418, 114.0742197 22.5395106, 114.0743059 22.5394245, 114.074353 22.5393764)",福庆街,,,,
7992170533,2784870873,0,1051842305,True,,secondary,False,91.884,"LINESTRING (114.0715098 22.5387604, 114.0713056 22.5387582, 114.0706152 22.5387506)",福华路,,,,
7992170538,7992170524,0,996321297,True,,secondary,False,38.122,"LINESTRING (114.0720225 22.5387679, 114.0720196 22.5389501, 114.0720171 22.5391107)",福田路,,,,
7992170538,7992170555,0,1051842305,True,,secondary,False,15.107999999999999,"LINESTRING (114.0720225 22.5387679, 114.0719897 22.5387655, 114.0718755 22.5387643)",福华路,,,,
7992170539,7992170567,0,996321298,True,,secondary,False,55.601,"LINESTRING (114.0709672 22.5386034, 114.0715085 22.5386119)",福华路,,,,
7992170539,7953723960,0,852635425,False,,residential,True,177.618,"LINESTRING (114.0709672 22.5386034, 114.0709722 22.5383847, 114.0709605 22.5382764, 114.0709527 22.5382324, 114.0709379 22.5381869, 114.070922 22.5381536, 114.070899 22.5381195, 114.0708739 22.5380892, 114.0708324 22.5380528, 114.070635 22.5379142, 114.0703099 22.5376957, 114.0699486 22.537458)",,,,,
7992170550,7992170555,0,217822805,True,,secondary,False,47.82,"LINESTRING (114.071868 22.5391943, 114.0718725 22.538933, 114.0718755 22.5387643)",福田路,,,,
7992170550,7992170533,0,617463304,True,1,secondary_link,False,65.542,"LINESTRING (114.071868 22.5391943, 114.0718635 22.5391475, 114.0718577 22.5391098, 114.071851 22.5390789, 114.0718433 22.5390497, 114.0718356 22.539026, 114.071826 22.5390021, 114.0718158 22.5389807, 114.0718037 22.5389591, 114.0717872 22.5389348, 114.0717648 22.5389084, 114.0717439 22.5388875, 114.0717208 22.5388666, 114.0716962 22.5388476, 114.0716727 22.5388307, 114.0716454 22.5388134, 114.0716158 22.5387977, 114.0715868 22.5387847, 114.0715557 22.5387726, 114.0715289 22.5387646, 114.0715098 22.5387604)",,,,,
7992170555,7950517435,0,217822805,True,,secondary,False,14.913,"LINESTRING (114.0718755 22.5387643, 114.0718778 22.5386302)",福田路,,,,
7992170555,7992170533,0,1051842305,True,,secondary,False,37.56,"LINESTRING (114.0718755 22.5387643, 114.0717458 22.538763, 114.0715098 22.5387604)",福华路,,,,
7992170556,7992170538,0,1051842306,True,,secondary,False,8.607,"LINESTRING (114.0720237 22.5386905, 114.0720225 22.5387679)",福田路,,,,
7992170556,7992170510,0,237810409,True,,secondary,False,29.087,"LINESTRING (114.0720237 22.5386905, 114.0721602 22.5387472, 114.0722813 22.5387992)",福华路,,,,
7992170563,7950517395,0,217822805,True,,secondary,False,264.779,"LINESTRING (114.0718834 22.5383087, 114.0719249 22.5359278)",福田路,,,,
7992170567,7992170563,0,617463307,True,1,secondary_link,False,54.138,"LINESTRING (114.0715085 22.5386119, 114.0715354 22.5386078, 114.0715585 22.5386031, 114.0715822 22.538596, 114.0716061 22.538587, 114.0716311 22.5385764, 114.0716566 22.5385638, 114.0716822 22.5385488, 114.0717055 22.5385345, 114.071729 22.5385181, 114.0717513 22.5385021, 114.0717753 22.5384822, 114.0717916 22.5384673, 114.0718074 22.5384515, 114.0718215 22.5384349, 114.0718337 22.5384184, 114.0718448 22.5384025, 114.0718548 22.5383871, 114.071863 22.5383723, 114.0718711 22.5383559, 114.0718769 22.5383394, 114.0718809 22.5383242, 114.0718834 22.5383087)",,,,,
7992170567,7950517435,0,996321298,True,,secondary,False,38.098,"LINESTRING (114.0715085 22.5386119, 114.0717626 22.5386159, 114.0717873 22.5386164, 114.0718072 22.5386173, 114.0718255 22.5386192, 114.0718443 22.5386216, 114.0718601 22.5386249, 114.0718778 22.5386302)",福华路,,,,
7992170569,7992170556,0,217822804,True,,secondary,False,41.814,"LINESTRING (114.0720297 22.5383145, 114.0720269 22.5384951, 114.0720237 22.5386905)",福田路,,,,
7992170569,7992170510,0,617463310,True,,secondary_link,False,61.418,"LINESTRING (114.0720297 22.5383145, 114.0720346 22.5383528, 114.072039 22.5383792, 114.0720448 22.538407, 114.0720512 22.5384319, 114.072059 22.5384585, 114.0720683 22.5384855, 114.072079 22.5385141, 114.0720892 22.5385398, 114.0721013 22.5385674, 114.0721138 22.5385944, 114.072127 22.5386199, 114.0721379 22.5386391, 114.0721506 22.5386605, 114.0721642 22.5386816, 114.0721809 22.5387053, 114.0721975 22.5387268, 114.0722163 22.5387484, 114.0722326 22.538765, 114.0722512 22.5387808, 114.072266 22.5387914, 114.0722813 22.5387992)",,,,,
7993875250,649484043,0,50933392,False,,tertiary,False,126.882,"LINESTRING (114.0720677 22.5359303, 114.0733029 22.5359515)",福宁街,,,,
7993875250,7950517395,0,50933392,False,,tertiary,True,14.669,"LINESTRING (114.0720677 22.5359303, 114.0719249 22.5359278)",福宁街,,,,
7993875250,7993875258,0,217822804,True,,secondary,False,91.245,"LINESTRING (114.0720677 22.5359303, 114.0720546 22.5367508)",福田路,,,,
7993875258,7993875261,0,857406047,False,,residential,False,30.986,"LINESTRING (114.0720546 22.5367508, 114.0723563 22.5367522)",,,,,
7993875258,7992170569,0,217822804,True,,secondary,False,173.894,"LINESTRING (114.0720546 22.5367508, 114.0720536 22.5368158, 114.0720418 22.5375578, 114.0720297 22.5383145)",福田路,,,,
7993875260,7993875265,0,857406047,False,,residential,True,40.866,"LINESTRING (114.0732938 22.5366106, 114.072911 22.5367109)",,,,,
7993875261,7993875258,0,857406047,False,,residential,True,30.986,"LINESTRING (114.0723563 22.5367522, 114.0720546 22.5367508)",,,,,
7993875261,7993875266,0,857406048,False,,living_street,False,26.545,"LINESTRING (114.0723563 22.5367522, 114.0723603 22.5365135)",,,,,
7993875261,7993875265,0,857406047,False,,residential,False,57.635999999999996,"LINESTRING (114.0723563 22.5367522, 114.0727463 22.536754, 114.072911 22.5367109)",,,,,
7993875263,7993875264,0,857406049,False,,living_street,True,37.287,"LINESTRING (114.0732787 22.5363432, 114.0729157 22.5363376)",,,,,
7993875264,7993875263,0,857406049,False,,living_street,False,37.287,"LINESTRING (114.0729157 22.5363376, 114.0732787 22.5363432)",,,,,
7993875264,7993875267,0,857406050,False,,living_street,False,20.161,"LINESTRING (114.0729157 22.5363376, 114.0729134 22.5365189)",,,,,
7993875264,7993875266,0,"[857406048, 857406049]",False,,living_street,True,77.248,"LINESTRING (114.0729157 22.5363376, 114.0723633 22.5363291, 114.0723603 22.5365135)",,,,,
7993875265,7993875260,0,857406047,False,,residential,False,40.866,"LINESTRING (114.072911 22.5367109, 114.0732938 22.5366106)",,,,,
7993875265,7993875267,0,857406050,False,,living_street,True,21.351,"LINESTRING (114.072911 22.5367109, 114.0729134 22.5365189)",,,,,
7993875265,7993875261,0,857406047,False,,residential,True,57.635999999999996,"LINESTRING (114.072911 22.5367109, 114.0727463 22.536754, 114.0723563 22.5367522)",,,,,
7993875266,7993875261,0,857406048,False,,living_street,True,26.545,"LINESTRING (114.0723603 22.5365135, 114.0723563 22.5367522)",,,,,
7993875266,7993875267,0,857406051,False,,living_street,False,56.809,"LINESTRING (114.0723603 22.5365135, 114.0729134 22.5365189)",,,,,
7993875266,7993875264,0,"[857406048, 857406049]",False,,living_street,False,77.248,"LINESTRING (114.0723603 22.5365135, 114.0723633 22.5363291, 114.0729157 22.5363376)",,,,,
7993875267,7993875265,0,857406050,False,,living_street,False,21.351,"LINESTRING (114.0729134 22.5365189, 114.072911 22.5367109)",,,,,
7993875267,7993875264,0,857406050,False,,living_street,True,20.161,"LINESTRING (114.0729134 22.5365189, 114.0729157 22.5363376)",,,,,
7993875267,7993875266,0,857406051,False,,living_street,True,56.809,"LINESTRING (114.0729134 22.5365189, 114.0723603 22.5365135)",,,,,
8109948015,8516218128,0,187658564,False,2,residential,False,105.193,"LINESTRING (114.0630697 22.5338003, 114.0640934 22.5338305)",,,,,
8109948015,8516154876,0,41019601,True,4,primary,False,191.44800000000004,"LINESTRING (114.0630697 22.5338003, 114.0630428 22.5353188, 114.0630416 22.5353831, 114.0630392 22.5355218)",彩田路,,,,
8109971621,6033481323,0,996750276,True,4,primary,False,122.093,"LINESTRING (114.0635574 22.5318791, 114.0623687 22.5318694)",滨河大道辅路,,40,yes,
8109971621,8109948015,0,582246450,True,,primary_link,False,231.296,"LINESTRING (114.0635574 22.5318791, 114.0634689 22.531917, 114.0633932 22.5319605, 114.0633303 22.5320139, 114.0632668 22.5320836, 114.0632316 22.5321533, 114.0632183 22.5322237, 114.0632145 22.5323129, 114.0632052 22.5331135, 114.0631959 22.5332461, 114.063118 22.533618, 114.0630697 22.5338003)",滨河彩田立交,,,,
8109971621,7637867892,0,817826939,False,,living_street,True,35.442,"LINESTRING (114.0635574 22.5318791, 114.0635511 22.5320424, 114.0635499 22.5320949, 114.0635476 22.5321977)",,,,,
8109971648,8109971621,0,996750276,True,4,primary,False,113.322,"LINESTRING (114.0646606 22.5318959, 114.0635574 22.5318791)",滨河大道辅路,,40,yes,
8109971662,7642947988,0,974372188,True,,primary,False,23.298,"LINESTRING (114.0641555 22.5314515, 114.0643823 22.5314552)",滨河大道辅路,,,,
8109971662,500016511,0,259898785,True,,trunk_link,False,332.67800000000005,"LINESTRING (114.0641555 22.5314515, 114.064252 22.531474, 114.0643638 22.5314881, 114.0644817 22.5314984, 114.0646097 22.531505, 114.0647987 22.5315135, 114.065195 22.5315266, 114.0653764 22.531535, 114.065559 22.5315427, 114.0666232 22.5315615, 114.0668067 22.5315737, 114.0669955 22.5315957, 114.0673818 22.5316529)",,,,,
8158214363,7679918865,0,822499917,False,,living_street,False,52.5,"LINESTRING (114.0671373 22.5342079, 114.0671439 22.5337358)",,,,,
8318215966,1982876369,0,894880939,False,,residential,True,9.651,"LINESTRING (114.0641563 22.5360828, 114.0640636 22.5360686)",,,,,
8434694177,5827543980,0,777388194,False,,residential,False,116.743,"LINESTRING (114.0758321 22.5396333, 114.0751231 22.5395885, 114.0751176 22.5396456, 114.0751074 22.5397092, 114.0750885 22.5397797, 114.0750669 22.5398385, 114.0750335 22.5399089, 114.0750004 22.5399609)",,,,,
8516154876,8516154908,0,41019601,True,4,primary,False,42.171,"LINESTRING (114.0630392 22.5355218, 114.0630325 22.535901)",彩田路,,,,
8516154876,8516154880,0,996752252,True,,tertiary,False,12.348,"LINESTRING (114.0630392 22.5355218, 114.0629381 22.5355819)",福华三路,,,,
8516154879,8516154876,0,853337022,True,,tertiary,False,12.28,"LINESTRING (114.0629404 22.5354596, 114.0630392 22.5355218)",福华三路,,,,
8516154879,8516154905,0,26274669,True,4,primary,False,35.444,"LINESTRING (114.0629404 22.5354596, 114.0629421 22.5353728, 114.0629437 22.5352916, 114.0629466 22.5351409)",彩田路,,,,
8516154880,8516154879,0,26274669,True,4,primary,False,13.601,"LINESTRING (114.0629381 22.5355819, 114.0629404 22.5354596)",彩田路,,,,
8516154880,500016494,0,996752252,True,,tertiary,False,32.458,"LINESTRING (114.0629381 22.5355819, 114.06275 22.5355798, 114.0626221 22.5355778)",福华三路,,,,
8516154889,9666019901,0,26274669,True,4,primary,False,69.641,"LINESTRING (114.0629193 22.5365624, 114.0629313 22.5359362)",彩田路,,,,
8516154905,8869146293,0,26274669,True,4,primary,False,141.329,"LINESTRING (114.0629466 22.5351409, 114.062971 22.5338701)",彩田路,,,,
8516154908,9653865272,0,41019601,True,4,primary,False,59.72,"LINESTRING (114.0630325 22.535901, 114.0630229 22.536438)",彩田路,,,,
8516154908,1982876369,0,894880939,False,,residential,False,107.527,"LINESTRING (114.0630325 22.535901, 114.0631894 22.5359251, 114.0640636 22.5360686)",,,,,
8516154909,9653865275,0,40985005,True,3,secondary,False,10.26,"LINESTRING (114.0628978 22.5376809, 114.0627979 22.5376801)",福华路,,,,
8516154909,8516154911,0,1050532713,True,4,primary,False,16.537,"LINESTRING (114.0628978 22.5376809, 114.0629006 22.5375322)",彩田路,,,,
8516154910,8516154909,0,1050532712,True,3,secondary,False,10.589,"LINESTRING (114.0630009 22.537682, 114.0628978 22.5376809)",福华路,,,,
8516154910,8875446876,0,996755160,True,4,primary,False,15.603,"LINESTRING (114.0630009 22.537682, 114.062999 22.5377882, 114.0629984 22.5378223)",彩田路,,,,
8516154911,8516154912,0,996755161,True,3,secondary,False,10.57,"LINESTRING (114.0629006 22.5375322, 114.0630035 22.5375338)",福华路,,,,
8516154911,9666019865,0,26274669,True,4,primary,False,97.889,"LINESTRING (114.0629006 22.5375322, 114.0629031 22.5374048, 114.0629042 22.5373478, 114.062914 22.536837, 114.0629175 22.536652)",彩田路,,,,
8516154912,8516154910,0,1050532718,True,4,primary,False,16.481,"LINESTRING (114.0630035 22.5375338, 114.0630009 22.537682)",彩田路,,,,
8516154912,1812925769,0,1050532717,True,3,secondary,False,105.90199999999999,"LINESTRING (114.0630035 22.5375338, 114.063134 22.5375353, 114.0631856 22.5375359, 114.0639007 22.5375438, 114.064034 22.5375553)",福华路,,,,
8516154914,7791604198,0,916920794,True,1,primary_link,False,59.492,"LINESTRING (114.0633094 22.5376857, 114.0632262 22.5377373, 114.0631724 22.5377856, 114.0631643 22.5377929, 114.063136 22.5378321, 114.0631161 22.5378695, 114.0630998 22.538143)",,,,,
8516154914,8516154910,0,1062897808,True,3,secondary,False,31.686999999999998,"LINESTRING (114.0633094 22.5376857, 114.063187 22.5376843, 114.0631288 22.5376836, 114.0630009 22.537682)",福华路,,,,
8516218128,7679730722,0,187658564,False,2,residential,False,156.593,"LINESTRING (114.0640934 22.5338305, 114.0656174 22.5338725)",,,,,
8516218128,8109948015,0,187658564,False,2,residential,True,105.193,"LINESTRING (114.0640934 22.5338305, 114.0630697 22.5338003)",,,,,
8516218128,7558081684,0,"[808268034, 187658563, 817826927]",False,2,residential,False,220.849,"LINESTRING (114.0640934 22.5338305, 114.0641022 22.5333584, 114.0641114 22.5329473, 114.0641235 22.5329091, 114.0641443 22.532899, 114.064198 22.5328667, 114.0652612 22.5328755)","['保福三路', '保华一路']",,,,
8516218128,1982876369,0,187658563,False,2,residential,True,248.937,"LINESTRING (114.0640934 22.5338305, 114.0640763 22.5347499, 114.0640658 22.5348581, 114.0640718 22.5353137, 114.0640636 22.5360686)",保华一路,,,,
8869146293,7558081676,0,26274669,True,4,primary,False,33.697,"LINESTRING (114.062971 22.5338701, 114.0629768 22.5335671)",彩田路,,,,
8869146293,7959990521,0,617224846,True,2,tertiary,False,105.41000000000001,"LINESTRING (114.062971 22.5338701, 114.0629502 22.5338076, 114.062909 22.5337538, 114.0628447 22.5337176, 114.0627488 22.5336988, 114.0621344 22.5336867, 114.0620381 22.5336869)",福华五路,,,,
8875446876,7791604199,0,1062897806,True,4,primary,False,191.136,"LINESTRING (114.0629984 22.5378223, 114.0629414 22.5378939, 114.0629075 22.5379597, 114.0628848 22.538026, 114.062872 22.5380916, 114.0628681 22.5381704, 114.0628512 22.5389147, 114.0628766 22.5390915, 114.0629378 22.5392667, 114.0630651 22.5394704)",彩田路,,,,
8875446876,7791604198,0,1062897809,True,,primary_link,False,37.239000000000004,"LINESTRING (114.0629984 22.5378223, 114.0630079 22.5378826, 114.0630262 22.5379428, 114.0630998 22.538143)",,,,,
9653865272,8516154912,0,41019601,True,4,primary,False,121.86500000000001,"LINESTRING (114.0630229 22.536438, 114.0630207 22.5365633, 114.0630067 22.5373532, 114.0630055 22.53742, 114.0630035 22.5375338)",彩田路,,,,
9653865272,9666019865,0,1050532714,True,1,primary_link,False,26.169,"LINESTRING (114.0630229 22.536438, 114.0629663 22.5365654, 114.0629175 22.536652)",,,,,
9653865277,8516154911,0,1050532716,True,3,secondary,False,6.994,"LINESTRING (114.0628325 22.5375318, 114.0629006 22.5375322)",福华路,,,,
9653865277,9653865275,0,1050532715,True,1,primary_link,False,16.881,"LINESTRING (114.0628325 22.5375318, 114.0628179 22.5376081, 114.0627979 22.5376801)",,,,,
