u,v,key,osmid,oneway,highway,reversed,length,geometry,ref,name,bridge,lanes,access,tunnel
8205488309,564717012,0,"[44425612, 218588989]",True,trunk_link,False,309.97,"LINESTRING (114.1109737 22.537462, 114.1109782 22.5375073, 114.110986 22.5375486, 114.1110002 22.5375958, 114.1110205 22.5376443, 114.1112025 22.538027, 114.1112244 22.5380876, 114.1112391 22.5381464, 114.1112414 22.5381916, 114.1112412 22.5382413, 114.1112346 22.5382948, 114.1112162 22.5383495, 114.1111869 22.5384035, 114.1111459 22.5384531, 114.1110884 22.5384969, 114.1110194 22.5385327, 114.1109506 22.5385549, 114.1108777 22.5385629, 114.1108032 22.5385586, 114.1107373 22.5385452, 114.110669 22.5385151, 114.1106021 22.5384716, 114.1105437 22.5384208, 114.1101598 22.5379804, 114.1101091 22.5379316, 114.110049 22.5378877, 114.1099571 22.5378441, 114.1098754 22.5378198, 114.1096447 22.5377585)",,,yes,,,
8205488311,2548738647,0,556683471,True,secondary,False,87.874,"LINESTRING (114.1108408 22.5376048, 114.1109517 22.5368212)",,和平路,,,,
8205488314,8205488311,0,556683471,True,secondary,False,19.514,"LINESTRING (114.1108161 22.5377788, 114.1108408 22.5376048)",,和平路,,,,
8205488314,8205496021,0,681165416,True,primary_link,False,20.214,"LINESTRING (114.1108161 22.5377788, 114.1108395 22.5377971, 114.1108598 22.537817, 114.1108796 22.5378426, 114.1108915 22.5378637, 114.1109003 22.5378853, 114.1109038 22.5379068, 114.1109058 22.5379328)",,,,,,
8244777620,3078099460,0,886659228,True,primary,False,34.808,"LINESTRING (114.1024619 22.5384075, 114.1024245 22.5384058, 114.1023088 22.5384029, 114.1021231 22.5383997)",,滨河大道辅路,,,,
8244777633,2278225158,0,996519924,True,tertiary,False,67.735,"LINESTRING (114.1043779 22.5384607, 114.1037184 22.5384548)",,宝安南路,,2,,
8244777642,8244777633,0,996519924,True,tertiary,False,32.301,"LINESTRING (114.1046924 22.5384636, 114.1043779 22.5384607)",,宝安南路,,2,,
8244777642,1126423002,0,886659232,True,tertiary,False,28.796999999999997,"LINESTRING (114.1046924 22.5384636, 114.1046694 22.5384696, 114.1046463 22.5384794, 114.1046251 22.538495, 114.104604 22.5385168, 114.1045859 22.5385387, 114.1045722 22.5385623, 114.1045597 22.5385916, 114.1045504 22.5386221, 114.1045426 22.5386631)",,木棉花街,,,,
8553983390,3842513758,0,218587468,False,residential,False,101.706,"LINESTRING (114.1066631 22.537678, 114.1076436 22.5378063)",,船布街,,,,
8558703129,8202181852,0,996635461,True,secondary,False,52.36,"LINESTRING (114.1136071 22.5396102, 114.1136302 22.5391398)",,人民南路,,,,
8558703129,2278166551,0,921892919,True,residential,False,87.21900000000001,"LINESTRING (114.1136071 22.5396102, 114.1128284 22.5395333, 114.1127666 22.539555)",,罗小二街,,1,,
