u,v,key,osmid,oneway,highway,reversed,length,name,geometry,bridge,ref,lanes,tunnel,access,maxspeed
8095426131,8095426132,0,545681187,True,tertiary,False,134.482,下梅林一街,"LINESTRING (114.0253291 22.5626679, 114.02661 22.56292)",,,,,,
8095426131,8095426127,0,868501786,True,residential,False,5.897,下梅林三街,"LINESTRING (114.0253291 22.5626679, 114.0252919 22.5627083)",,,1,,,
8095426132,2529006269,0,245770390,False,unclassified,False,138.675,,"LINESTRING (114.02661 22.56292, 114.0266289 22.5628258, 114.0268437 22.5617604, 114.0269029 22.5617206)",,,,,,
8095426132,8095413212,0,245770390,False,unclassified,True,4.886,,"LINESTRING (114.02661 22.56292, 114.0266056 22.5629418, 114.0266013 22.5629632)",,,,,,
8095426132,8093727824,0,545681187,True,tertiary,False,346.62300000000005,下梅林一街,"LINESTRING (114.02661 22.56292, 114.0296905 22.5635261, 114.0297083 22.5635302, 114.0297244 22.563534, 114.0297917 22.563553, 114.0299035 22.5635949)",,,,,,
8095444949,8093727824,0,996597647,True,tertiary,False,5.653,下梅林二街,"LINESTRING (114.0298555 22.5636198, 114.0299035 22.5635949)",,,2,,,
8095444949,8095413212,0,868501785,True,tertiary,False,342.22200000000004,下梅林一街,"LINESTRING (114.0298555 22.5636198, 114.0298193 22.5636049, 114.0297821 22.5635916, 114.0297456 22.5635799, 114.0297128 22.5635706, 114.0296972 22.5635668, 114.0296813 22.5635629, 114.0266013 22.5629632)",,,,,,
8095444950,8095444949,0,868501785,True,tertiary,False,6.955,下梅林一街,"LINESTRING (114.0299174 22.5636452, 114.0298555 22.5636198)",,,,,,
8095444950,8093727837,0,868320848,True,tertiary,False,188.154,下梅林二街,"LINESTRING (114.0299174 22.5636452, 114.0298873 22.5637607, 114.0298803 22.5637891, 114.0297173 22.5644866, 114.0296927 22.5645917, 114.0295274 22.5652985)",,,2,,,
8096943980,8096983815,0,916581520,True,tertiary,False,7.718,下梅林一街,"LINESTRING (114.0329503 22.564526, 114.032876 22.5645365)",,,,,,
8096943980,8093727861,0,"[962310881, 996597684]",True,secondary,False,226.76500000000001,梅林路,"LINESTRING (114.0329503 22.564526, 114.0329578 22.5645884, 114.0329644 22.564644, 114.0330836 22.5656399, 114.0331119 22.5658764, 114.0331292 22.5660017, 114.0331485 22.5661162, 114.0331688 22.5662251, 114.0331891 22.5663257, 114.0332064 22.5663951, 114.0332196 22.5664429, 114.033231 22.5664774, 114.0332554 22.5665427)",,,2,,,
8096944002,8889975157,0,"[916581522, 868660051]",True,secondary,False,153.29000000000002,梅林路,"LINESTRING (114.0331695 22.5627262, 114.0331497 22.5627258, 114.0331281 22.562727, 114.0331021 22.5627294, 114.0330727 22.562734, 114.0330432 22.5627397, 114.0330137 22.5627462, 114.0329873 22.5627533, 114.0329599 22.5627631, 114.0329355 22.562773, 114.0329131 22.5627852, 114.0328928 22.5628002, 114.032873 22.5628185, 114.0328572 22.5628359, 114.0328417 22.5628586, 114.0327995 22.5629273, 114.0327881 22.5629514, 114.0327807 22.5629743, 114.0327767 22.5629954, 114.0327747 22.5630177, 114.032774 22.5630406, 114.0327765 22.5630737, 114.032872 22.563872)",,,"['1', '2']",,,
8096944002,8096983852,0,996207974,True,primary,False,74.207,北环大道辅路,"LINESTRING (114.0331695 22.5627262, 114.032725 22.5626469, 114.0324587 22.562606)",,,1,,,
8096983762,8096983764,0,1050511769,True,secondary,False,7.436,梅林路,"LINESTRING (114.0332029 22.5665948, 114.0331755 22.5665329)",,,2,,,
8096983762,8093679968,0,996597683,True,tertiary,False,291.366,梅山街,"LINESTRING (114.0332029 22.5665948, 114.0331203 22.5666216, 114.0330527 22.566644, 114.032677 22.5667683, 114.0321203 22.5669524, 114.0306549 22.5674369, 114.0305313 22.5674778)",,,2,,,
8096983764,8093727861,0,1050511768,True,tertiary,False,8.276,梅山街,"LINESTRING (114.0331755 22.5665329, 114.0332554 22.5665427)",,,2,,,
8096983764,3434031587,0,1050511769,True,secondary,False,24.171,梅林路,"LINESTRING (114.0331755 22.5665329, 114.0331649 22.566506, 114.0331525 22.5664696, 114.0331416 22.5664322, 114.0331117 22.5663238)",,,2,,,
8096983800,3434031587,0,868660053,True,tertiary_link,False,35.013999999999996,,"LINESTRING (114.0329748 22.5665982, 114.0330291 22.5665508, 114.0330716 22.5664999, 114.0330941 22.566449, 114.0331081 22.5663881, 114.0331117 22.5663238)",,,,,,
8096983800,8096983764,0,1050511768,True,tertiary,False,21.849999999999998,梅山街,"LINESTRING (114.0329748 22.5665982, 114.0330349 22.5665784, 114.0330922 22.5665593, 114.0331363 22.5665453, 114.0331755 22.5665329)",,,2,,,
8096983814,8096943980,0,996597649,True,tertiary,False,8.414,下梅林一街,"LINESTRING (114.0328721 22.5645034, 114.0329503 22.564526)",,,,,,
8096983814,8096983852,0,"[916581521, 868660061]",True,secondary,False,221.43,梅林路,"LINESTRING (114.0328721 22.5645034, 114.0328503 22.5643186, 114.0328384 22.5642184, 114.0328337 22.5641787, 114.0326778 22.5628601, 114.032668 22.5628205, 114.0326581 22.5627916, 114.0326241 22.5627328, 114.0325793 22.5626824, 114.0325219 22.5626394, 114.0324587 22.562606)",,,2,,,
8096983815,8096983814,0,916581521,True,secondary,False,3.702,梅林路,"LINESTRING (114.032876 22.5645365, 114.0328721 22.5645034)",,,2,,,
8096983815,8095444950,0,916581534,True,tertiary,False,323.9990000000001,下梅林一街,"LINESTRING (114.032876 22.5645365, 114.0327494 22.5645225, 114.0327012 22.5645176, 114.0317477 22.5644121, 114.0316777 22.5644034, 114.0316116 22.5643928, 114.0315468 22.5643798, 114.0314773 22.5643611, 114.0314112 22.5643386, 114.0313544 22.5643136, 114.0301118 22.5637263, 114.030072 22.5637087, 114.0299174 22.5636452)",,,,,,
8096983852,5273689796,0,1052079689,True,primary,False,350.765,北环大道辅路,"LINESTRING (114.0324587 22.562606, 114.0315332 22.5624638, 114.0302039 22.56228, 114.0296401 22.5621896, 114.0291736 22.5621234, 114.0290855 22.5621094)",,,1,,,
8096983856,8324496486,0,867935346,True,secondary,False,178.939,梅华路,"LINESTRING (114.0368358 22.5656692, 114.0385756 22.5657612)",,,,,,
8248021578,297383406,0,43545422,True,primary,False,48.093,新洲路,"LINESTRING (114.0392247 22.565345, 114.0390344 22.5657402)",,,,,,
8248021579,8248021580,0,119460292,False,residential,False,7.36,,"LINESTRING (114.0399127 22.5662928, 114.0399432 22.5662329)",,,2,,,
8248021579,1342322956,0,119460292,False,residential,True,64.963,,"LINESTRING (114.0399127 22.5662928, 114.0396442 22.5668218)",,,2,,,
8248021579,3687802030,0,996597679,True,secondary,False,121.76199999999997,梅华路,"LINESTRING (114.0399127 22.5662928, 114.0392148 22.5660088, 114.0391815 22.5659965, 114.0391452 22.5659839, 114.0391015 22.5659705, 114.0390608 22.5659597, 114.0390178 22.5659497, 114.0389685 22.5659407, 114.0389159 22.5659345, 114.0388587 22.5659297, 114.0388038 22.5659258)",,,2,,,
8248021580,8248021579,0,119460292,False,residential,True,7.36,,"LINESTRING (114.0399432 22.5662329, 114.0399127 22.5662928)",,,2,,,
8324496464,8889975128,0,996207974,True,primary,False,33.906,北环大道辅路,"LINESTRING (114.036306 22.5632822, 114.0361223 22.5632557, 114.0359802 22.5632327)",,,1,,,
8324496486,2528818941,0,245746033,True,residential,False,374.16499999999996,,"LINESTRING (114.0385756 22.5657612, 114.0386275 22.5657432, 114.0386761 22.5657195, 114.0387179 22.5656935, 114.0387571 22.5656597, 114.0387878 22.5656258, 114.0388166 22.5655848, 114.0391851 22.5648202, 114.0392266 22.5647341, 114.0392426 22.5646874, 114.0392481 22.5646416, 114.0392481 22.5646007, 114.0392429 22.5645592, 114.0392314 22.5645198, 114.0392152 22.5644864, 114.0391917 22.5644489, 114.0391625 22.5644179, 114.0382537 22.5637245, 114.0381976 22.5636881, 114.0381435 22.5636635, 114.0380785 22.5636459, 114.0379883 22.5636252, 114.0378724 22.5636021, 114.0375128 22.5635409)",,,,,,
8324496486,549760142,0,"[867935346, 1052240251]",True,"['primary', 'secondary']",False,128.566,"['梅华路', '新洲路']","LINESTRING (114.0385756 22.5657612, 114.0386415 22.5657646, 114.0387443 22.5657559, 114.0388377 22.5657128, 114.0389264 22.5656352, 114.039297 22.5649224)",,,,,,
8889975123,4899192521,0,996207974,True,primary,False,221.381,北环大道辅路,"LINESTRING (114.0356077 22.5631722, 114.0354094 22.56314, 114.0334932 22.562784)",,,1,,,
8889975128,8889975123,0,996207974,True,primary,False,38.837,北环大道辅路,"LINESTRING (114.0359802 22.5632327, 114.0356077 22.5631722)",,,1,,,
8889975128,5273698027,0,961016497,True,tertiary,False,35.001000000000005,,"LINESTRING (114.0359802 22.5632327, 114.0359065 22.5632519, 114.0358534 22.5632747, 114.0358092 22.563309, 114.035765 22.5633581, 114.0357226 22.5634195)",,,1,,,
8889975138,1342323056,0,119460305,False,tertiary,False,174.559,,"LINESTRING (114.0364068 22.565527, 114.0356406 22.564769, 114.0355663 22.5646882, 114.03553 22.5646266, 114.0355078 22.5645389, 114.0354953 22.5644649, 114.0354952 22.564369, 114.0355062 22.5642736)",,,2,,,
8889975138,8096983856,0,961016499,True,tertiary,False,47.301,,"LINESTRING (114.0364068 22.565527, 114.0364595 22.5655601, 114.0365108 22.5655846, 114.0365639 22.5656066, 114.0366276 22.5656279, 114.0367028 22.5656475, 114.0367639 22.5656589, 114.0368358 22.5656692)",,,1,,,
8889975157,8096943980,0,916581522,True,secondary,False,73.165,梅林路,"LINESTRING (114.032872 22.563872, 114.0329085 22.5641767, 114.0329131 22.5642154, 114.0329241 22.5643069, 114.0329503 22.564526)",,,2,,,
8889975157,1342323056,0,961016501,False,residential,True,275.548,,"LINESTRING (114.032872 22.563872, 114.0329471 22.5638698, 114.0330642 22.5638684, 114.0335267 22.5638782, 114.0336699 22.5638879, 114.0338771 22.5639092, 114.0340416 22.5639387, 114.0342649 22.5639852, 114.0344805 22.5640302, 114.0349028 22.5641304, 114.0355062 22.5642736)",,,,,,
