u,v,key,osmid,oneway,lanes,name,highway,reversed,length,geometry,bridge,access,maxspeed,tunnel
7962005264,7961771626,0,616988628,True,1,,secondary_link,False,87.181,"LINESTRING (114.0517838 22.5474436, 114.0516615 22.5474605, 114.051569 22.547473, 114.0515066 22.5474822, 114.0514557 22.5474946, 114.0514093 22.5475122, 114.0513661 22.5475346, 114.0513328 22.5475558, 114.0513006 22.5475827, 114.0512751 22.5476065, 114.051249 22.5476396, 114.0512267 22.5476728, 114.0512062 22.5477098, 114.0511877 22.547751, 114.0511766 22.547786, 114.0511682 22.5478192, 114.0511627 22.5478556)",,,,
7962005264,7962005301,0,996752267,True,2,福中路,secondary,False,63.073,"LINESTRING (114.0517838 22.5474436, 114.0513418 22.5474373, 114.0512646 22.5474362, 114.0511697 22.5474349)",,,40,
7962005294,7962005300,0,25529686,True,3,益田路,secondary,False,9.375,"LINESTRING (114.0511388 22.5493041, 114.0511375 22.5493884)",,,,
7962005294,9732895734,0,852010064,False,2,福中一路,tertiary,True,13.658,"LINESTRING (114.0511388 22.5493041, 114.0510058 22.5493037)",,,,
7962005294,7962005327,0,"[895355620, 895355621, 858090822, 858090823, 270041721]",True,2,福中一路,tertiary,False,684.995,"LINESTRING (114.0511388 22.5493041, 114.0513379 22.5493073, 114.0513745 22.5493079, 114.0516335 22.549312, 114.0519413 22.5493177, 114.0524498 22.5493244, 114.0527079 22.5493303, 114.0528854 22.5493317, 114.0529809 22.5493329, 114.0533448 22.5493386, 114.0539629 22.5493489, 114.0541746 22.5493544, 114.0547574 22.5493632, 114.0555362 22.5493739, 114.0559705 22.5493808, 114.0575128 22.5494052, 114.0575905 22.5494065, 114.057808 22.5494109)",,,,yes
7962005297,7962005298,0,1050511749,True,3,益田路,secondary,False,17.082,"LINESTRING (114.0510395 22.5474322, 114.0510422 22.5472786)",,,,
7962005297,7962005244,0,1050511750,True,2,福中路,secondary,False,42.674,"LINESTRING (114.0510395 22.5474322, 114.0508773 22.5474307, 114.050624 22.5474271)",,,40,
7962005298,7962005302,0,996752247,True,3,福中路,secondary,False,13.361,"LINESTRING (114.0510422 22.5472786, 114.0511723 22.5472793)",,,40,
7962005298,7962005231,0,31542517,True,3,益田路,secondary,False,49.211,"LINESTRING (114.0510422 22.5472786, 114.051044 22.5471833, 114.0510502 22.5468361)",,,,
7962005300,9732895733,0,270041716,True,2,福中一路,tertiary,False,13.681,"LINESTRING (114.0511375 22.5493884, 114.0510043 22.5493862)",,,,
7962005301,7962005297,0,996752267,True,2,福中路,secondary,False,13.374,"LINESTRING (114.0511697 22.5474349, 114.0510395 22.5474322)",,,40,
7962005301,7961771626,0,996752268,True,3,益田路,secondary,False,46.785,"LINESTRING (114.0511697 22.5474349, 114.0511679 22.5475438, 114.0511671 22.5475929, 114.0511627 22.5478556)",,,,
7962005302,7962005301,0,996752268,True,3,益田路,secondary,False,17.304,"LINESTRING (114.0511723 22.5472793, 114.0511697 22.5474349)",,,,
7962005302,5832657926,0,1050511748,True,3,福中路,secondary,False,44.709,"LINESTRING (114.0511723 22.5472793, 114.0512651 22.5472807, 114.0513417 22.5472819, 114.0516076 22.5472859)",,,40,
7962005327,7962005328,0,270041721,True,2,福中一路,tertiary,False,14.326,"LINESTRING (114.057808 22.5494109, 114.0579475 22.54941)",,,,
7962005327,9666019841,0,26274673,True,3,金田路,secondary,False,167.077,"LINESTRING (114.057808 22.5494109, 114.0578108 22.5492331, 114.0578116 22.5491791, 114.0578315 22.5479085)",,,,
7962005328,7962005330,0,40988600,True,3,金田路,secondary,False,9.186,"LINESTRING (114.0579475 22.54941, 114.057946 22.5494926)",,,,
7962005328,7962005347,0,270041721,True,2,福中一路,tertiary,False,105.897,"LINESTRING (114.0579475 22.54941, 114.0588241 22.549426, 114.058912 22.5494274, 114.0589785 22.5494285)",,,,
7962005329,7962005327,0,26274673,True,3,金田路,secondary,False,8.997,"LINESTRING (114.0578067 22.5494918, 114.057808 22.5494109)",,,,
7962005329,7962005300,0,"[895355622, 895355623, 858090824, 858090825, 270041716]",True,2,福中一路,tertiary,False,684.986,"LINESTRING (114.0578067 22.5494918, 114.0575884 22.5494879, 114.0559665 22.5494666, 114.0549698 22.5494536, 114.0547565 22.5494508, 114.0541737 22.5494417, 114.053961 22.5494385, 114.0534292 22.5494273, 114.0533425 22.5494255, 114.052981 22.5494187, 114.0527047 22.5494137, 114.0519291 22.5494014, 114.0516261 22.5493964, 114.0513763 22.5493923, 114.0513365 22.5493917, 114.0511375 22.5493884)",,,,yes
7962005330,7962005329,0,858090825,True,2,福中一路,tertiary,False,14.306,"LINESTRING (114.057946 22.5494926, 114.0578067 22.5494918)",,,,
7962005345,7962005347,0,853620188,False,,鹏程五路,residential,False,209.276,"LINESTRING (114.059005 22.5475466, 114.0589785 22.5494285)",,,,
7962005345,7962005188,0,996752265,True,2,福中路,secondary,False,54.641,"LINESTRING (114.059005 22.5475466, 114.058473 22.547539)",,,40,
7962005346,7962005347,0,853620188,False,,鹏程五路,residential,True,8.629,"LINESTRING (114.0589774 22.5495061, 114.0589785 22.5494285)",,,,
7962005346,7962005330,0,858090825,True,2,福中一路,tertiary,False,105.93,"LINESTRING (114.0589774 22.5495061, 114.0589109 22.5495052, 114.0582022 22.5494959, 114.057946 22.5494926)",,,,
7962005347,7962005346,0,853620188,False,,鹏程五路,residential,False,8.629,"LINESTRING (114.0589785 22.5494285, 114.0589774 22.5495061)",,,,
7962005347,7962005345,0,853620188,False,,鹏程五路,residential,True,209.276,"LINESTRING (114.0589785 22.5494285, 114.059005 22.5475466)",,,,
7962005392,9666019897,0,996208000,True,3,金田路,secondary,False,8.774,"LINESTRING (114.0578689 22.5455169, 114.0578702 22.545438)",,,,
7962005392,9666019854,0,853601606,True,,福中三路,tertiary,False,24.279,"LINESTRING (114.0578689 22.5455169, 114.0577647 22.5455162, 114.0576325 22.5455143)",,,,
7962005396,9666019902,0,616988514,True,2,福中路,secondary,False,16.752,"LINESTRING (114.0580005 22.5475323, 114.0578374 22.54753)",,,40,
7962005396,5832657531,0,40988600,True,3,金田路,secondary,False,48.498000000000005,"LINESTRING (114.0580005 22.5475323, 114.0579985 22.5476427, 114.057997 22.5477312, 114.0579933 22.5479684)",,,,
7962005397,7962005396,0,996752266,True,3,金田路,secondary,False,16.57,"LINESTRING (114.0580031 22.5473833, 114.0580005 22.5475323)",,,,
7962005397,7961993768,0,996752249,True,3,福中路,secondary,False,47.781,"LINESTRING (114.0580031 22.5473833, 114.058079 22.5473844, 114.0584683 22.5473903)",,,40,
7962005398,7962005392,0,996208001,True,,福中三路,tertiary,False,17.114,"LINESTRING (114.0580355 22.5455203, 114.0578689 22.5455169)",,,,
7962005398,7961786907,0,996752266,True,3,金田路,secondary,False,26.245,"LINESTRING (114.0580355 22.5455203, 114.0580343 22.5455878, 114.0580326 22.5456866, 114.0580314 22.5457563)",,,,
7962005399,7962005398,0,996752266,True,3,金田路,secondary,False,8.875,"LINESTRING (114.0580369 22.5454405, 114.0580355 22.5455203)",,,,
7962005399,7961786893,0,853566732,True,,福中三路,tertiary,False,23.13,"LINESTRING (114.0580369 22.5454405, 114.0580849 22.5454411, 114.0582621 22.5454437)",,,,
7962005405,8791690428,0,996752249,True,3,福中路,secondary,False,4.139,"LINESTRING (114.0589702 22.547398, 114.0590105 22.5473986)",,,40,
7962005405,8791690429,0,949682234,True,1,鹏程五路,residential,False,207.215,"LINESTRING (114.0589702 22.547398, 114.0589737 22.5472238, 114.059001 22.5455347)",,,,
7965680795,5271707993,0,1050725173,True,4,深南大道,primary,False,74.233,"LINESTRING (114.0509981 22.5424156, 114.0517209 22.5424104)",,,,
7965680795,5271707996,0,853286945,True,,,primary_link,False,39.138000000000005,"LINESTRING (114.0509981 22.5424156, 114.0509994 22.5423638, 114.0510064 22.5420637)",,,,
7965696347,1116501237,0,"[25435194, 545784772]",True,,,primary_link,False,238.336,"LINESTRING (114.0442937 22.5414133, 114.0442571 22.5412546, 114.0442421 22.5412124, 114.0442189 22.5411676, 114.0441905 22.5411304, 114.0441603 22.5411005, 114.0441259 22.5410696, 114.0440939 22.5410478, 114.0440541 22.5410306, 114.044018 22.5410211, 114.0439812 22.5410172, 114.0439384 22.5410177, 114.0438911 22.5410225, 114.0438425 22.5410329, 114.0437968 22.5410484, 114.0437583 22.5410701, 114.0437171 22.5411048, 114.0436857 22.5411406, 114.0436676 22.5411788, 114.0436578 22.5412187, 114.0436533 22.5412595, 114.0436365 22.5420623, 114.0436391 22.5420928, 114.0436449 22.5421236, 114.0436569 22.5421524, 114.0436745 22.542178, 114.0436963 22.5422035, 114.0437255 22.5422312, 114.0437533 22.542249, 114.0437869 22.5422652, 114.0438204 22.5422765, 114.0439017 22.5422908)",yes,,,
7965696348,7965696347,0,996625937,True,,新洲路,primary,False,227.569,"LINESTRING (114.0442574 22.5434596, 114.0442937 22.5414133)",,,,
7965696350,7965696348,0,962310883,True,,新洲路,primary,False,174.333,"LINESTRING (114.0442296 22.5450272, 114.0442574 22.5434596)",,,,
7965696350,499478538,0,"[40984301, 245389534]",True,,,primary_link,False,300.873,"LINESTRING (114.0442296 22.5450272, 114.0441998 22.5449141, 114.0441716 22.5448405, 114.0441372 22.5447673, 114.0440424 22.5445989, 114.0436442 22.5439342, 114.0435995 22.543846, 114.0435743 22.5437715, 114.0435535 22.5436768, 114.0435446 22.5435646, 114.0435497 22.5427466, 114.0435443 22.5426998, 114.0435272 22.542653, 114.0435005 22.5426151, 114.0434538 22.5425796, 114.0433672 22.5425617)",yes,,,
7966386945,5834798806,0,245443880,False,2,兴融三路,unclassified,False,92.143,"LINESTRING (114.0455332 22.5409551, 114.0464304 22.5409576)",,,,
7966386945,2526412027,0,245443880,False,2,兴融三路,unclassified,True,32.814,"LINESTRING (114.0455332 22.5409551, 114.0452137 22.5409526)",,,,
7973099504,2530284953,0,245930187,True,,,primary_link,False,43.176,"LINESTRING (114.0402346 22.5421351, 114.0406483 22.542066)",,,,
7973099504,1491845610,0,1050261077,True,3,深南大道,primary,False,161.775,"LINESTRING (114.0402346 22.5421351, 114.0404889 22.5421636, 114.0408153 22.5421925, 114.0411907 22.5422177, 114.0418044 22.5422513)",,,,
7973099538,1116492767,0,96334031,True,3,深南大道,primary,False,88.011,"LINESTRING (114.0417185 22.5425197, 114.0408619 22.5424961)",,,,
7973099538,7973099541,0,238028140,True,,,secondary,False,130.703,"LINESTRING (114.0417185 22.5425197, 114.0413841 22.5426007, 114.0413202 22.5426107, 114.041253 22.5426141, 114.0410906 22.5426056, 114.040972 22.5425994, 114.0406664 22.5425835, 114.0404594 22.542573)",,,,
7975286454,6467166937,0,855388126,True,,商报东一路,tertiary,False,8.346,"LINESTRING (114.0437221 22.544674, 114.0437918 22.5446354)",,,,
7975286454,7979238484,0,"[855206669, 96334013]",True,,新闻路,tertiary,False,187.42000000000002,"LINESTRING (114.0437221 22.544674, 114.0437216 22.5446013, 114.0437187 22.5445813, 114.0437122 22.5445608, 114.0437017 22.544542, 114.043686 22.5445242, 114.0436667 22.5445096, 114.0436428 22.5444988, 114.0436124 22.5444929, 114.043579 22.5444911, 114.0427212 22.5444773, 114.0420418 22.5444664)",,,,
7975286455,1116492705,0,96334013,True,,新闻路,tertiary,False,16.94,"LINESTRING (114.043949 22.544641, 114.0438956 22.5446549, 114.0437902 22.5446822)",,,,
7975286514,7975286521,0,855693210,True,,景田东路,tertiary,False,6.541,"LINESTRING (114.041987 22.5444655, 114.0420289 22.5444212)",,,,
7975286521,7979238484,0,193723772,True,,景田东路,tertiary,False,5.198,"LINESTRING (114.0420289 22.5444212, 114.0420418 22.5444664)",,,,
7975286521,6467166937,0,"[892901033, 855206670]",True,,新闻路,tertiary,False,194.42800000000003,"LINESTRING (114.0420289 22.5444212, 114.042722 22.5444316, 114.0435822 22.5444445, 114.0436073 22.5444451, 114.0436365 22.5444478, 114.043661 22.5444532, 114.0436914 22.5444624, 114.0437147 22.5444731, 114.0437387 22.5444893, 114.0437579 22.5445087, 114.0437719 22.5445303, 114.043783 22.5445567, 114.0437889 22.5445847, 114.0437918 22.5446085, 114.0437918 22.5446354)",,,,
7977050926,7979256643,0,855388122,True,,景田南路,residential,False,5.636,"LINESTRING (114.0414943 22.546553, 114.0414395 22.5465557)",,,,
7977050926,7979256646,0,193723772,True,,景田东路,tertiary,False,65.054,"LINESTRING (114.0414943 22.546553, 114.0414885 22.5465771, 114.0414854 22.5466029, 114.0414845 22.5466756, 114.0414851 22.5471373)",,,,
7977056115,7979256643,0,855693210,True,,景田东路,tertiary,False,64.624,"LINESTRING (114.0414282 22.5471364, 114.0414308 22.5466868, 114.0414309 22.5466365, 114.0414323 22.546609, 114.0414348 22.5465834, 114.0414395 22.5465557)",,,,
7977056116,7977056128,0,855388127,True,,,residential,False,6.965,"LINESTRING (114.0436794 22.5471745, 114.0437471 22.5471708)",,,,
7977056116,7979256646,0,245929519,True,,景田南三街,residential,False,225.38400000000001,"LINESTRING (114.0436794 22.5471745, 114.0435769 22.5471723, 114.0426977 22.5471575, 114.041602 22.547139, 114.0414851 22.5471373)",,,,
7977056116,7975286454,0,855388126,True,,商报东一路,tertiary,False,278.078,"LINESTRING (114.0436794 22.5471745, 114.0436898 22.5465757, 114.0437014 22.5459041, 114.0437221 22.544674)",,,,
7977056117,2530277082,0,96333000,True,,商报东一路,tertiary,False,123.308,"LINESTRING (114.0437468 22.5471871, 114.0437281 22.5482959)",,,,
7977056117,7977056116,0,1073468591,True,,景田南三街,residential,False,7.062,"LINESTRING (114.0437468 22.5471871, 114.0436794 22.5471745)",,,,
7977056126,7977056141,0,962310883,True,,新洲路,primary,False,55.516000000000005,"LINESTRING (114.0441865 22.5474613, 114.0441893 22.547305, 114.044194 22.5470386, 114.0441954 22.5469621)",,,,
7977056126,7977056117,0,1073468591,True,,景田南三街,residential,False,59.495,"LINESTRING (114.0441865 22.5474613, 114.0441728 22.5474101, 114.044153 22.5473683, 114.0441225 22.5473275, 114.0440879 22.5472928, 114.0440569 22.5472641, 114.0440339 22.5472511, 114.0440188 22.5472426, 114.0439776 22.5472266, 114.04393 22.5472158, 114.0437468 22.5471871)",,,,
7977056128,7977056117,0,96333000,True,,商报东一路,tertiary,False,1.813,"LINESTRING (114.0437471 22.5471708, 114.0437468 22.5471871)",,,,
7977056128,7977056141,0,855388127,True,,,residential,False,59.203,"LINESTRING (114.0437471 22.5471708, 114.0438554 22.5471717, 114.0439695 22.5471726, 114.0439924 22.5471718, 114.0440223 22.5471674, 114.0440415 22.5471626, 114.0440672 22.5471529, 114.044094 22.5471378, 114.0441179 22.5471195, 114.0441407 22.5470963, 114.0441609 22.5470678, 114.044177 22.5470334, 114.0441872 22.5469996, 114.0441954 22.5469621)",,,,
7977056141,7965696350,0,962310883,True,,新洲路,primary,False,215.18,"LINESTRING (114.0441954 22.5469621, 114.044206 22.5463595, 114.0442296 22.5450272)",,,,
7977056143,2530277082,0,245929526,True,,景田南四街,residential,False,6.973,"LINESTRING (114.0436602 22.5482954, 114.0437281 22.5482959)",,,,
7977056143,7977056116,0,855388126,True,,商报东一路,tertiary,False,124.654,"LINESTRING (114.0436602 22.5482954, 114.0436794 22.5471745)",,,,
7979238484,7975286514,0,855206669,True,,新闻路,tertiary,False,5.629,"LINESTRING (114.0420418 22.5444664, 114.041987 22.5444655)",,,,
7979238484,7979256612,0,193723772,True,,景田东路,tertiary,False,239.61900000000003,"LINESTRING (114.0420418 22.5444664, 114.0420396 22.544577, 114.0420322 22.5454456, 114.0420317 22.5454787, 114.0420303 22.5455051, 114.0420269 22.5455429, 114.0420232 22.5455708, 114.0420183 22.5455967, 114.0420111 22.5456231, 114.0420013 22.5456476, 114.0419871 22.5456754, 114.0415562 22.5464321, 114.041527 22.5464812, 114.0415124 22.5465066)",,,,
7979256597,7979256612,0,855388121,True,,景田南路,residential,False,5.805,"LINESTRING (114.0414575 22.5464959, 114.041478 22.5464976, 114.0414972 22.5465009, 114.0415124 22.5465066)",,,,
7979256597,7975286514,0,855693210,True,,景田东路,tertiary,False,238.53100000000003,"LINESTRING (114.0414575 22.5464959, 114.0414701 22.546466, 114.0414846 22.546437, 114.0414998 22.5464107, 114.0419308 22.5456624, 114.0419409 22.5456439, 114.041949 22.5456273, 114.0419553 22.5456121, 114.0419606 22.5455961, 114.0419649 22.5455801, 114.0419679 22.5455646, 114.0419705 22.545548, 114.0419727 22.5455287, 114.0419744 22.5455044, 114.0419759 22.5454808, 114.041977 22.5454509, 114.0419858 22.544577, 114.041987 22.5444655)",,,,
7979256612,7977050926,0,193723772,True,,景田东路,tertiary,False,5.4879999999999995,"LINESTRING (114.0415124 22.5465066, 114.0415022 22.5465298, 114.0414943 22.546553)",,,,
7979256640,7979256648,0,855693210,True,,景田东路,tertiary,False,179.71099999999998,"LINESTRING (114.0413123 22.5498386, 114.0413217 22.5498383, 114.0413327 22.5498373, 114.0413446 22.5498351, 114.0413563 22.5498315, 114.0413667 22.5498273, 114.0413757 22.5498224, 114.0413842 22.5498167, 114.0413922 22.5498094, 114.0413988 22.5498014, 114.0414041 22.5497922, 114.0414085 22.549781, 114.0414108 22.5497715, 114.0414121 22.549763, 114.041413 22.5497513, 114.0414216 22.5482793)",,,,
7979256640,7979256626,0,1050921370,True,,红荔路,primary,False,25.349,"LINESTRING (114.0413123 22.5498386, 114.0414527 22.5498745, 114.0415502 22.5498994)",,,,
7979256643,7979256597,0,855693210,True,,景田东路,tertiary,False,6.904,"LINESTRING (114.0414395 22.5465557, 114.0414473 22.5465268, 114.0414575 22.5464959)",,,,
7979256646,7979256649,0,193723772,True,,景田东路,tertiary,False,127.04,"LINESTRING (114.0414851 22.5471373, 114.0414865 22.5482798)",,,,
7979256646,7977056115,0,245929519,True,,景田南三街,residential,False,5.844,"LINESTRING (114.0414851 22.5471373, 114.0414282 22.5471364)",,,,
7979256647,7977056143,0,245929526,True,,景田南四街,residential,False,60.263,"LINESTRING (114.0430734 22.5482912, 114.0436602 22.5482954)",,,,
7979256647,2530284961,0,245930191,False,,,residential,False,70.305,"LINESTRING (114.0430734 22.5482912, 114.0430578 22.5489233)",,,,
7979256648,7979256649,0,245929526,True,,景田南四街,residential,False,6.665,"LINESTRING (114.0414216 22.5482793, 114.0414865 22.5482798)",,,,
7979256648,7977056115,0,855693210,True,,景田东路,tertiary,False,127.087,"LINESTRING (114.0414216 22.5482793, 114.0414282 22.5471364)",,,,
7979256649,8434720733,0,193723772,True,,景田东路,tertiary,False,159.042,"LINESTRING (114.0414865 22.5482798, 114.0414882 22.5497101)",,,,
7979256649,7979256647,0,245929526,True,,景田南四街,residential,False,162.972,"LINESTRING (114.0414865 22.5482798, 114.0430734 22.5482912)",,,,
8076307463,499542953,0,40988603,True,,,primary_link,False,216.83,"LINESTRING (114.0574302 22.5424948, 114.0575127 22.5424494, 114.0575665 22.5424095, 114.0576026 22.5423722, 114.0576366 22.5423194, 114.0576594 22.5422757, 114.0576765 22.5422184, 114.0579364 22.5406586)",,,,
8076307463,8076307458,0,672979250,True,,,primary_link,False,187.689,"LINESTRING (114.0574302 22.5424948, 114.0577993 22.5423145, 114.0581947 22.5421508, 114.0584036 22.5421019, 114.0586824 22.5420739, 114.0588143 22.542053, 114.0589102 22.5420235, 114.0589634 22.5419975, 114.0590024 22.5419785, 114.0591377 22.54194)",,,,
8431769809,2750593461,0,616351220,True,4,深南大道,primary,False,28.082,"LINESTRING (114.0574703 22.5428712, 114.0571969 22.5428668)",,,,
8434720733,9393473353,0,908382934,False,1,,residential,False,106.877,"LINESTRING (114.0414882 22.5497101, 114.0424901 22.5499702)",,,,
8434720733,7979256626,0,193723772,True,,景田东路,tertiary,False,23.213,"LINESTRING (114.0414882 22.5497101, 114.0414883 22.5497587, 114.0414892 22.5497835, 114.041491 22.5498058, 114.0414945 22.5498245, 114.0415001 22.5498423, 114.041507 22.5498581, 114.0415159 22.549872, 114.0415257 22.549883, 114.0415371 22.5498921, 114.0415502 22.5498994)",,,,
8444060575,8076307463,0,40988603,True,,,primary_link,False,13.628,"LINESTRING (114.0573129 22.5425521, 114.0574302 22.5424948)",,,,
8444060575,8076307463,1,672979250,True,,,primary_link,False,13.628,"LINESTRING (114.0573129 22.5425521, 114.0574302 22.5424948)",,,,
8569716248,7958755753,0,853206491,True,,兴融二路,unclassified,False,7.961,"LINESTRING (114.0477707 22.5402532, 114.0478482 22.5402545)",,,,
8791690421,2491099065,0,"[1050725160, 545243424]",True,,,primary_link,False,113.82999999999998,"LINESTRING (114.059035 22.5434671, 114.0589654 22.5434656, 114.058838 22.5434133, 114.0587945 22.5434019, 114.0587353 22.5433968, 114.0586165 22.5433939, 114.0585584 22.5433939, 114.0585004 22.5433989, 114.05845 22.543407, 114.0583928 22.5434255, 114.0583386 22.5434551, 114.0582858 22.5434928, 114.0582432 22.5435318, 114.0582065 22.5435794, 114.0581808 22.5436274, 114.0581596 22.5436804, 114.0581429 22.5437485)",,,,
8791690425,8791690421,0,1050725160,True,,,primary_link,False,6.914,"LINESTRING (114.0591023 22.5434686, 114.059035 22.5434671)",,,,
8791690425,8791690433,0,616988545,True,1,鹏程五路,residential,False,220.942,"LINESTRING (114.0591023 22.5434686, 114.0591009 22.5435328, 114.0591 22.5435754, 114.0590911 22.5439507, 114.0590773 22.5445344, 114.0590554 22.5454551)",,,,
8791690429,8791690430,0,949682234,True,1,鹏程五路,residential,False,8.93,"LINESTRING (114.059001 22.5455347, 114.0590023 22.5454544)",,,,
8791690429,7961786904,0,996208001,True,,福中三路,tertiary,False,70.952,"LINESTRING (114.059001 22.5455347, 114.0589633 22.5455341, 114.0583102 22.5455244)",,,,
8791690430,8791690421,0,949682234,True,1,鹏程五路,residential,False,221.004,"LINESTRING (114.0590023 22.5454544, 114.0590172 22.5445338, 114.0590266 22.5439508, 114.0590327 22.5435759, 114.0590336 22.5435315, 114.059035 22.5434671)",,,,
8791690430,8791690433,0,996208012,True,,福中三路,tertiary,False,5.453,"LINESTRING (114.0590023 22.5454544, 114.0590242 22.5454547, 114.0590554 22.5454551)",,,,
8791690432,8791690428,0,616988545,True,1,鹏程五路,residential,False,207.226,"LINESTRING (114.0590535 22.5455354, 114.0590134 22.5472229, 114.0590105 22.5473986)",,,,
8791690432,8791690429,0,996208001,True,,福中三路,tertiary,False,5.3919999999999995,"LINESTRING (114.0590535 22.5455354, 114.0590235 22.545535, 114.059001 22.5455347)",,,,
8791690433,8791690432,0,616988545,True,1,鹏程五路,residential,False,8.931,"LINESTRING (114.0590554 22.5454551, 114.0590535 22.5455354)",,,,
9393473353,8434720733,0,908382934,False,1,,residential,True,106.877,"LINESTRING (114.0424901 22.5499702, 114.0414882 22.5497101)",,,,
9393473353,9393473355,0,1018428241,False,,,residential,False,10.456,"LINESTRING (114.0424901 22.5499702, 114.0425318 22.5499502, 114.0425597 22.5499066)",,,,
9393473355,9393473359,0,1018428241,False,,,residential,False,46.102,"LINESTRING (114.0425597 22.5499066, 114.0426937 22.5495109)",,,,
9393473355,9393473353,0,1018428241,False,,,residential,True,10.456,"LINESTRING (114.0425597 22.5499066, 114.0425318 22.5499502, 114.0424901 22.5499702)",,,,
9393473358,9393473359,0,1018428241,False,,,residential,True,18.342,"LINESTRING (114.0428409 22.5494905, 114.0427301 22.5494642, 114.0427007 22.5494901, 114.0426937 22.5495109)",,,,
9393473359,9393473355,0,1018428241,False,,,residential,True,46.102,"LINESTRING (114.0426937 22.5495109, 114.0425597 22.5499066)",,,,
9393473359,9393473360,0,1018428242,False,,,residential,False,76.213,"LINESTRING (114.0426937 22.5495109, 114.0434102 22.5496895)",,,,
9393473359,9393473358,0,1018428241,False,,,residential,False,18.342,"LINESTRING (114.0426937 22.5495109, 114.0427007 22.5494901, 114.0427301 22.5494642, 114.0428409 22.5494905)",,,,
9393473360,9393473359,0,1018428242,False,,,residential,True,76.213,"LINESTRING (114.0434102 22.5496895, 114.0426937 22.5495109)",,,,
9393473360,9393473380,0,1018428247,False,,,residential,False,8.626,"LINESTRING (114.0434102 22.5496895, 114.0434942 22.5496896)",,,,
9393473365,9393473367,0,1018428244,False,,,residential,False,6.48,"LINESTRING (114.043594 22.5496976, 114.0436149 22.5497136, 114.0436352 22.549741)",,,,
9393473365,9393473380,0,"[1018428244, 1018428247]",False,,,residential,True,10.301,"LINESTRING (114.043594 22.5496976, 114.0435576 22.5496925, 114.0435042 22.5496896, 114.0434942 22.5496896)",,,,
9393473365,9393473386,0,1018428248,False,,,residential,True,5.726,"LINESTRING (114.043594 22.5496976, 114.0435637 22.5496886, 114.0435403 22.549684)",,,,
9393473367,9393473369,0,855388126,True,,商报东一路,tertiary,False,11.944,"LINESTRING (114.0436352 22.549741, 114.043637 22.5496336)",,,,
9393473367,9393473365,0,1018428244,False,,,residential,True,6.48,"LINESTRING (114.0436352 22.549741, 114.0436149 22.5497136, 114.043594 22.5496976)",,,,
9393473369,7977056143,0,855388126,True,,商报东一路,tertiary,False,148.82,"LINESTRING (114.043637 22.5496336, 114.0436602 22.5482954)",,,,
9393473369,9393473385,0,1018428245,False,,,residential,True,3.795,"LINESTRING (114.043637 22.5496336, 114.0436149 22.5496566, 114.0436118 22.5496584)",,,,
9393473370,9393473377,0,1018428246,False,,,residential,False,19.815,"LINESTRING (114.043315 22.5496106, 114.0434698 22.5496656, 114.0434963 22.5496708)",,,,
9393473377,9393473385,0,"[1018428245, 1018428246]",False,,,residential,False,12.320000000000002,"LINESTRING (114.0434963 22.5496708, 114.0435056 22.5496726, 114.0435407 22.5496756, 114.0435632 22.5496747, 114.0435949 22.5496689, 114.0436118 22.5496584)",,,,
9393473377,9393473370,0,1018428246,False,,,residential,True,19.815,"LINESTRING (114.0434963 22.5496708, 114.0434698 22.5496656, 114.043315 22.5496106)",,,,
9393473377,9393473386,0,1018428248,False,,,residential,False,4.764,"LINESTRING (114.0434963 22.5496708, 114.0435255 22.5496811, 114.0435403 22.549684)",,,,
9393473380,9393473360,0,1018428247,False,,,residential,True,8.626,"LINESTRING (114.0434942 22.5496896, 114.0434102 22.5496895)",,,,
9393473380,9393473365,0,"[1018428244, 1018428247]",False,,,residential,False,10.301,"LINESTRING (114.0434942 22.5496896, 114.0435042 22.5496896, 114.0435576 22.5496925, 114.043594 22.5496976)",,,,
9393473380,9393473386,0,1018428249,False,,,residential,False,4.776,"LINESTRING (114.0434942 22.5496896, 114.0435226 22.5496858, 114.0435403 22.549684)",,,,
9393473385,9393473369,0,1018428245,False,,,residential,False,3.795,"LINESTRING (114.0436118 22.5496584, 114.0436149 22.5496566, 114.043637 22.5496336)",,,,
9393473385,9393473377,0,"[1018428245, 1018428246]",False,,,residential,True,12.32,"LINESTRING (114.0436118 22.5496584, 114.0435949 22.5496689, 114.0435632 22.5496747, 114.0435407 22.5496756, 114.0435056 22.5496726, 114.0434963 22.5496708)",,,,
9393473385,9393473386,0,1018428249,False,,,residential,True,8.107,"LINESTRING (114.0436118 22.5496584, 114.0436003 22.549669, 114.0435868 22.5496751, 114.0435612 22.5496819, 114.0435403 22.549684)",,,,
9393473386,9393473365,0,1018428248,False,,,residential,False,5.726,"LINESTRING (114.0435403 22.549684, 114.0435637 22.5496886, 114.043594 22.5496976)",,,,
9393473386,9393473377,0,1018428248,False,,,residential,True,4.764,"LINESTRING (114.0435403 22.549684, 114.0435255 22.5496811, 114.0434963 22.5496708)",,,,
9393473386,9393473385,0,1018428249,False,,,residential,False,8.107,"LINESTRING (114.0435403 22.549684, 114.0435612 22.5496819, 114.0435868 22.5496751, 114.0436003 22.549669, 114.0436118 22.5496584)",,,,
9393473386,9393473380,0,1018428249,False,,,residential,True,4.776,"LINESTRING (114.0435403 22.549684, 114.0435226 22.5496858, 114.0434942 22.5496896)",,,,
