u,v,key,osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,tunnel,bridge
9660622852,4127126135,0,245925460,False,,residential,,True,98.922,"LINESTRING (114.0360921 22.5448614, 114.0360463 22.5448267, 114.0360121 22.5448073, 114.0359736 22.5447954, 114.0359327 22.5447867, 114.0354062 22.5446793, 114.0351695 22.5446323)",,,
9906764016,9906899047,0,856573150,False,农坊路,residential,,False,5.572,"LINESTRING (114.0204554 22.5425244, 114.0204457 22.5425737)",2,,
9906764016,9906899038,0,1080863502,True,香轩路,tertiary,,False,188.5,"LINESTRING (114.0204554 22.5425244, 114.0206108 22.5425495, 114.0206496 22.5425558, 114.0214008 22.5426771, 114.0220592 22.5427835, 114.0221183 22.542786, 114.0221978 22.5427768, 114.0222587 22.5427488)",1,,
9906792546,5771508454,0,"[854903608, 535064405, 961590245, 535064404]",True,香蜜湖路,primary,,False,655.4419999999999,"LINESTRING (114.0226089 22.5425991, 114.0224495 22.5431905, 114.022152 22.544299, 114.0219787 22.5449464, 114.0219047 22.5452032, 114.0218387 22.5454293, 114.0217561 22.5456989, 114.0216516 22.5460312, 114.0216088 22.5461618, 114.0215604 22.5463089, 114.0215096 22.5464493, 114.0214428 22.5466144, 114.0213791 22.5467681, 114.0212824 22.5469903, 114.0211847 22.5471908, 114.0210828 22.5473958, 114.0209824 22.5475838, 114.0208839 22.5477596, 114.0207869 22.5479235, 114.0207038 22.5480487, 114.0206196 22.5481709)","['3', '2']",yes,
9906792548,498882100,0,958551489,True,香蜜湖路,primary,,False,86.474,"LINESTRING (114.0230901 22.5412584, 114.0228801 22.5420115)",,,
9906876169,1116501260,0,227873763,False,,unclassified,,True,411.081,"LINESTRING (114.0243999 22.5487702, 114.0250033 22.5478692, 114.025089 22.5476251, 114.0251603 22.5473956, 114.025258 22.5471866, 114.025383 22.5470141, 114.0255208 22.5468795, 114.0257451 22.546754, 114.0263872 22.546441, 114.026447 22.5463844, 114.0264854 22.5463081, 114.0266298 22.5458828)",,,
9906876176,9906876184,0,245744478,True,香蜜湖路,secondary,,False,38.308,"LINESTRING (114.021661 22.5450804, 114.0217485 22.5447455)",2,,
9906876176,9906876136,0,1080860981,True,红荔西路,secondary,,False,49.562,"LINESTRING (114.021661 22.5450804, 114.0215573 22.5450623, 114.0214775 22.5450483, 114.0211868 22.5449976)",3,,
9906876177,9906876176,0,1080860974,True,红荔西路,secondary,,False,42.787,"LINESTRING (114.0220704 22.5451518, 114.021661 22.5450804)",3,,
9906876177,7986450937,0,545681211,True,香蜜湖路,secondary,,False,40.229,"LINESTRING (114.0220704 22.5451518, 114.0220461 22.5452462, 114.0220356 22.5452873, 114.0219747 22.5455026)",2,,
9906876184,9906876185,0,1080860982,True,红荔西路,secondary,,False,42.664,"LINESTRING (114.0217485 22.5447455, 114.0221572 22.5448143)",3,,
9906876184,1116501259,0,245744478,True,香蜜湖路,secondary,,False,46.022999999999996,"LINESTRING (114.0217485 22.5447455, 114.0217658 22.5446791, 114.0217799 22.5446252, 114.021852 22.5443428)",2,,
9906876185,9906876177,0,545681211,True,香蜜湖路,secondary,,False,38.573,"LINESTRING (114.0221572 22.5448143, 114.0220704 22.5451518)",2,,
9906876185,3790295980,0,1080860982,True,红荔西路,secondary,,False,44.897999999999996,"LINESTRING (114.0221572 22.5448143, 114.0222537 22.5448306, 114.0223187 22.5448415, 114.0225873 22.5448867)",3,,
9906876196,7817213822,0,961590246,True,,secondary_link,,False,27.416,"LINESTRING (114.0226823 22.5413974, 114.0226918 22.541151)",2,,
9906876196,498882081,0,"[961590249, 961590243]",True,香蜜湖路,primary,,False,148.496,"LINESTRING (114.0226823 22.5413974, 114.0228293 22.5408638, 114.0230271 22.5401005)","['3', '2']",,yes
9906899038,3969348351,0,1080867508,True,香蜜湖路,secondary,,False,24.791,"LINESTRING (114.0222587 22.5427488, 114.0223141 22.5425318)",2,,
9906899041,9906899038,0,1080867508,True,香蜜湖路,secondary,,False,23.487,"LINESTRING (114.0222063 22.5429544, 114.0222587 22.5427488)",2,,
9906899041,9906899047,0,837565284,True,香轩路,tertiary,,False,189.58599999999996,"LINESTRING (114.0222063 22.5429544, 114.022166 22.5428863, 114.0221067 22.5428449, 114.0220505 22.5428262, 114.0213897 22.5427222, 114.0206419 22.5426046, 114.0205984 22.5425977, 114.0204457 22.5425737)",1,,
9906899047,9906764016,0,856573150,False,农坊路,residential,,True,5.572,"LINESTRING (114.0204457 22.5425737, 114.0204554 22.5425244)",2,,
9906899047,1116501287,0,856573150,False,农坊路,residential,,False,213.565,"LINESTRING (114.0204457 22.5425737, 114.020427 22.5426702, 114.0204158 22.5427273, 114.0200776 22.544464)",2,,
9906899052,7987067466,0,"[856642324, 1051307462]",True,香林路,"['tertiary_link', 'tertiary']",,False,123.637,"LINESTRING (114.0208286 22.5407523, 114.0219474 22.540942, 114.0219361 22.5410024)",2,,
