u,v,key,osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed,access
9084081450,564275681,0,223876513,True,3,振兴路,tertiary,False,27.625,"LINESTRING (114.0911868 22.549072, 114.091154 22.549181, 114.0911237 22.5492252, 114.0910863 22.5492564, 114.0910494 22.5492693)",30,
9198897067,1123413058,0,223531874,False,2,松岭路,tertiary,False,52.437,"LINESTRING (114.0886152 22.5427509, 114.0886013 22.5432223)",30,
9198897067,3842513760,0,380960486,False,,,residential,False,189.462,"LINESTRING (114.0886152 22.5427509, 114.0867712 22.5427)",,
9198897067,528759072,0,223531874,False,2,松岭路,tertiary,True,146.684,"LINESTRING (114.0886152 22.5427509, 114.0886511 22.5415392, 114.0886521 22.5414322)",30,
9198897069,528759072,0,223531874,False,2,松岭路,tertiary,False,8.597,"LINESTRING (114.0886538 22.5413549, 114.0886521 22.5414322)",30,
9198897069,1123408678,0,222975319,True,,南园路,secondary,False,84.245,"LINESTRING (114.0886538 22.5413549, 114.0889816 22.5414218, 114.0892243 22.5414554, 114.0894632 22.5414661)",,
9198897070,9249566642,0,996207958,False,,东园路,tertiary,True,86.708,"LINESTRING (114.0966077 22.5401907, 114.0957636 22.5401747)",,
9198897070,9198897077,0,996207958,False,,东园路,tertiary,False,37.983999999999995,"LINESTRING (114.0966077 22.5401907, 114.0968077 22.5401936, 114.0969775 22.540196)",,
9198897071,9198897077,0,376614234,False,,东园路,tertiary,True,123.793,"LINESTRING (114.0981828 22.5402081, 114.0969775 22.540196)",,
9198897071,564001727,0,376614234,False,,东园路,tertiary,False,139.312,"LINESTRING (114.0981828 22.5402081, 114.09938 22.5402202, 114.0995352 22.540253)",,
9198897077,9198897071,0,376614234,False,,东园路,tertiary,False,123.793,"LINESTRING (114.0969775 22.540196, 114.0981828 22.5402081)",,
9198897077,3583682985,0,352604979,False,,巴登街,tertiary,False,102.53800000000001,"LINESTRING (114.0969775 22.540196, 114.0969661 22.5408475, 114.0969866 22.5411174)",,
9198897077,9198897070,0,996207958,False,,东园路,tertiary,True,37.983999999999995,"LINESTRING (114.0969775 22.540196, 114.0968077 22.5401936, 114.0966077 22.5401907)",,
9198897078,3583682985,0,223531872,False,,埔尾路,tertiary,False,228.917,"LINESTRING (114.0992151 22.54116, 114.0969866 22.5411174)",,
9198897078,9198897083,0,996207959,True,1,,primary_link,False,46.688,"LINESTRING (114.0992151 22.54116, 114.0993045 22.5411352, 114.0993862 22.541084, 114.0994178 22.5410555, 114.0994493 22.5410271, 114.0994925 22.5409659, 114.0995255 22.5408834)",,
9198897078,8562236955,0,996207960,False,,埔尾路,secondary,True,31.441,"LINESTRING (114.0992151 22.54116, 114.0994036 22.5411636, 114.0995212 22.5411635)",,
9198897083,564001727,0,996207962,True,4,红岭南路,primary,False,70.104,"LINESTRING (114.0995255 22.5408834, 114.0995352 22.540253)",,
9203706610,3082204980,0,"[852241510, 342945718]",True,,华强南路,"['secondary', 'primary_link']",False,67.589,"LINESTRING (114.0813254 22.5430874, 114.0814139 22.5430728, 114.0814702 22.5430469, 114.0815178 22.5429996, 114.0815492 22.5429484, 114.0815676 22.5428829, 114.0815725 22.5426073)",20,
9203706610,528737551,0,996762416,True,4,深南中路,primary,False,37.643,"LINESTRING (114.0813254 22.5430874, 114.0815037 22.5430895, 114.0816919 22.543092)",60,
9249566642,9198897070,0,996207958,False,,东园路,tertiary,False,86.708,"LINESTRING (114.0957636 22.5401747, 114.0966077 22.5401907)",,
9249566642,1699111533,0,996207958,False,,东园路,tertiary,True,53.844,"LINESTRING (114.0957636 22.5401747, 114.0954362 22.5401683, 114.0953723 22.540168, 114.0952394 22.5401674)",,
9249566642,9249566645,0,1002180901,False,,,living_street,False,108.145,"LINESTRING (114.0957636 22.5401747, 114.0957621 22.5402562, 114.0957586 22.5404518, 114.0957564 22.5405789, 114.0958154 22.5407044, 114.0958246 22.5407594, 114.0958869 22.5411308)",,
9249566645,2474730051,0,223531871,False,,,living_street,False,70.95700000000001,"LINESTRING (114.0958869 22.5411308, 114.0957465 22.5411667, 114.0956136 22.5411973, 114.0954638 22.5412338, 114.0952987 22.541274, 114.095283 22.5412779, 114.0952189 22.5412937)",,
9249566645,3583682985,0,223531871,False,,,living_street,True,124.389,"LINESTRING (114.0958869 22.5411308, 114.0961027 22.5410782, 114.0961552 22.5412087, 114.0968604 22.5411313, 114.0969866 22.5411174)",,
9249566645,9249566642,0,1002180901,False,,,living_street,True,108.14500000000001,"LINESTRING (114.0958869 22.5411308, 114.0958246 22.5407594, 114.0958154 22.5407044, 114.0957564 22.5405789, 114.0957586 22.5404518, 114.0957621 22.5402562, 114.0957636 22.5401747)",,
9551804045,9198897078,0,1036811486,True,1,,primary_link,False,43.986,"LINESTRING (114.0995173 22.5414132, 114.0994821 22.541338, 114.0994232 22.5412591, 114.0993317 22.5412009, 114.0992151 22.54116)",,
9551804045,8562236955,0,1036811487,True,4,红岭南路,primary,False,27.767,"LINESTRING (114.0995173 22.5414132, 114.0995182 22.5413548, 114.0995192 22.5412906, 114.0995212 22.5411635)",,
9557077397,3082204980,0,1037461601,False,,,residential,False,38.275999999999996,"LINESTRING (114.0811998 22.5426073, 114.081547 22.5426069, 114.0815725 22.5426073)",,
9557077439,1694292881,0,852241510,True,,华强南路,secondary,False,63.132000000000005,"LINESTRING (114.0815961 22.5412892, 114.0816038 22.54086, 114.0816054 22.5407215)",,
10170032967,2473522818,0,1111613171,False,,,unclassified,False,84.941,"LINESTRING (114.0971369 22.544412, 114.0979639 22.5444004)",,
