u,v,key,osmid,oneway,name,highway,reversed,length,geometry,lanes,maxspeed,bridge,tunnel,junction
7962005476,7962005429,0,996752249,True,福中路,secondary,False,9.983,"LINESTRING (114.0602496 22.5474174, 114.0603468 22.5474189)",3,40,,,
7962005476,7962005433,0,996207996,True,海田路,tertiary,False,207.26100000000002,"LINESTRING (114.0602496 22.5474174, 114.0602516 22.5473027, 114.0602527 22.5472362, 114.0602782 22.5457686, 114.0602818 22.5455537)",,,,,
7992164359,7992164372,0,657177575,False,,residential,False,15.55,"LINESTRING (114.0718247 22.5416814, 114.0719761 22.5416833)",,,,,
7992164372,6155402664,0,657177575,False,,residential,False,171.196,"LINESTRING (114.0719761 22.5416833, 114.0736429 22.5417042)",,,,,
7992164372,7992164359,0,657177575,False,,residential,True,15.55,"LINESTRING (114.0719761 22.5416833, 114.0718247 22.5416814)",,,,,
7992164372,5836889226,0,996321297,True,福田路,secondary,False,140.05299999999997,"LINESTRING (114.0719761 22.5416833, 114.0719654 22.5423572, 114.0719666 22.5424319, 114.071982 22.5424971, 114.072012 22.5425736, 114.0720501 22.5426364, 114.0721014 22.5427079, 114.0721603 22.5427643, 114.0722275 22.5428056, 114.0722783 22.5428282)",,,,,
8002408174,8002408175,0,512534127,True,福中路,secondary,False,156.256,"LINESTRING (114.0661172 22.5476307, 114.0646998 22.5476073, 114.0645959 22.5476056)",2,40,,,
8002408174,2367560947,0,777201484,False,,residential,False,59.995000000000005,"LINESTRING (114.0661172 22.5476307, 114.0661113 22.5478675, 114.0660949 22.5480087, 114.066032 22.5481585)",,,,,
8002408175,2367560943,0,228119767,False,,residential,True,32.672,"LINESTRING (114.0645959 22.5476056, 114.0645922 22.5478519, 114.0646022 22.5478985)",,,,,
8002408175,2319202440,0,512534127,True,福中路,secondary,False,181.85800000000003,"LINESTRING (114.0645959 22.5476056, 114.0630138 22.5475944, 114.0629652 22.5475943, 114.0628251 22.5475939)",2,40,,,
8002408176,2367574793,0,777201485,False,,residential,False,27.84,"LINESTRING (114.0645696 22.5475106, 114.064576 22.5472603)",,,,,
8002408176,8002408177,0,228119764,True,福中路,secondary,False,163.24099999999999,"LINESTRING (114.0645696 22.5475106, 114.0646105 22.5475111, 114.0661589 22.5475369)",2,,,,
8002408177,277486655,0,228119764,True,福中路,secondary,False,167.346,"LINESTRING (114.0661589 22.5475369, 114.0675811 22.547558, 114.0676436 22.5475639, 114.0677872 22.5475773)",2,,,,
8002408177,2367574809,0,228119770,False,,residential,True,76.141,"LINESTRING (114.0661589 22.5475369, 114.0661775 22.5469101, 114.0661908 22.5468537)",,,,,
8002408178,8002408181,0,777201498,True,皇岗路,trunk,False,9.264,"LINESTRING (114.0680203 22.5476092, 114.0680188 22.5476925)",3,,,,
8002408178,2367574749,0,157205175,True,振华西路,secondary,False,176.141,"LINESTRING (114.0680203 22.5476092, 114.0681539 22.5476312, 114.0682024 22.5476392, 114.0688923 22.5477638, 114.0697026 22.5479176)",,,,,
8002408181,2319202434,0,222976238,True,振华西路,secondary,False,23.915,"LINESTRING (114.0680188 22.5476925, 114.0679046 22.5476853, 114.0677865 22.5476774)",2,40,,,
8002408181,8002408201,0,777201498,True,皇岗路,trunk,False,34.798,"LINESTRING (114.0680188 22.5476925, 114.0680172 22.5477815, 114.0680164 22.547829, 114.0680132 22.5480054)",3,,,,
8002408185,8002408181,0,222976238,True,振华西路,secondary,False,44.153000000000006,"LINESTRING (114.0684429 22.5477559, 114.0681999 22.5477121, 114.0681488 22.5477054, 114.0681112 22.5477012, 114.0680188 22.5476925)",2,40,,,
8002408185,8002408201,0,858410954,True,,trunk_link,False,57.581,"LINESTRING (114.0684429 22.5477559, 114.0683859 22.5477548, 114.0683416 22.5477572, 114.0682947 22.5477629, 114.0682487 22.5477719, 114.0682036 22.5477866, 114.0681668 22.5478043, 114.0681376 22.5478215, 114.0681075 22.5478436, 114.0680849 22.5478664, 114.0680648 22.5478905, 114.0680501 22.5479115, 114.0680378 22.5479325, 114.0680278 22.547952, 114.0680205 22.5479702, 114.0680159 22.5479879, 114.0680132 22.5480054)",,,,,
8044279503,8044291626,0,996762389,True,振华西路,secondary,False,14.585,"LINESTRING (114.076006 22.5470198, 114.076148 22.547022)",,,,,
8044279503,8044291609,0,863535562,True,华富路,secondary,False,181.858,"LINESTRING (114.076006 22.5470198, 114.0760119 22.5467243, 114.0760354 22.5455558, 114.0760388 22.5453846)",,40,,,
8044279508,8044279513,0,223874820,True,深南大道辅路,primary_link,False,68.631,"LINESTRING (114.0760739 22.5436335, 114.0760699 22.5435902, 114.0760632 22.5435571, 114.0760515 22.5435267, 114.0760305 22.5434894, 114.0760075 22.543461, 114.0759686 22.5434274, 114.0759261 22.5433958, 114.0758707 22.5433652, 114.0758152 22.5433423, 114.0757566 22.5433268, 114.0756927 22.5433171, 114.0756244 22.5433119, 114.0755859 22.5433112)",,,,,
8044279508,558849716,0,996762392,True,华富路,secondary,False,55.812,"LINESTRING (114.0760739 22.5436335, 114.0760814 22.5432595, 114.0760885 22.5431318)",,40,,,
8044279513,8044279541,0,223874820,True,深南大道辅路,primary_link,False,154.717,"LINESTRING (114.0755859 22.5433112, 114.0755737 22.543311, 114.075065 22.5433006, 114.0747666 22.5432945, 114.0747185 22.5432909, 114.0746759 22.5432852, 114.0746304 22.5432763, 114.0745848 22.5432626, 114.0745346 22.5432424, 114.0744907 22.5432202, 114.0744765 22.5432137, 114.0743076 22.5431164, 114.0742644 22.5431014, 114.0742208 22.5430902, 114.0741805 22.5430821, 114.0741321 22.5430759)",,,,,
8044279541,7252057927,0,"[996762393, 996321302]",True,深南大道,primary,False,228.90099999999998,"LINESTRING (114.0741321 22.5430759, 114.072987 22.543051, 114.0724937 22.5430447, 114.0723244 22.5430428, 114.0721859 22.5430451, 114.0720536 22.543049, 114.0719038 22.5430539)",4,,,,
8044279570,8002408185,0,"[410966498, 616351221, 222976238]",True,振华西路,secondary,False,760.6080000000001,"LINESTRING (114.0756776 22.547166, 114.073481 22.54771, 114.0731512 22.547794, 114.0727431 22.5478956, 114.0724795 22.5479591, 114.0723795 22.5479832, 114.0721507 22.5480369, 114.0720207 22.5480642, 114.0719211 22.5480821, 114.0717802 22.5481026, 114.0716616 22.5481175, 114.0715507 22.5481265, 114.0715226 22.5481286, 114.0714292 22.5481355, 114.0712959 22.5481436, 114.0711553 22.5481478, 114.0710243 22.5481484, 114.0708978 22.5481466, 114.0707654 22.5481407, 114.0706243 22.5481326, 114.070467 22.5481142, 114.0703 22.5480895, 114.07014 22.5480629, 114.0697819 22.5479973, 114.0689004 22.5478384, 114.0684429 22.5477559)",2,40,yes,,
8044279573,8044279570,0,616351223,True,,secondary_link,False,49.175000000000004,"LINESTRING (114.0759976 22.5474385, 114.0759962 22.5474228, 114.0759918 22.5474048, 114.0759842 22.5473829, 114.0759733 22.5473579, 114.075959 22.547331, 114.0759429 22.5473065, 114.0759208 22.547278, 114.0759 22.5472544, 114.0758786 22.5472332, 114.0758575 22.5472158, 114.0758358 22.5472011, 114.0758093 22.5471861, 114.0757806 22.5471737, 114.0757532 22.5471678, 114.0757268 22.5471648, 114.0757024 22.5471647, 114.0756776 22.547166)",,,,,
8044279573,2319202446,0,996762390,True,华富路,secondary,False,39.036,"LINESTRING (114.0759976 22.5474385, 114.0760013 22.547254, 114.0760047 22.5470875)",,40,,,
8044291601,8044291611,0,996762391,True,华富路,secondary,False,184.476,"LINESTRING (114.0762078 22.5437274, 114.0761809 22.5452079, 114.0761777 22.5453862)",,40,,,
8044291609,8044291611,0,26920821,True,振中路,tertiary,False,14.266,"LINESTRING (114.0760388 22.5453846, 114.0761777 22.5453862)",2,30,,,
8044291609,8044279508,0,863535562,True,华富路,secondary,False,194.747,"LINESTRING (114.0760388 22.5453846, 114.0760425 22.545198, 114.0760739 22.5436335)",,40,,,
8044291611,5827544501,0,26920821,True,振中路,tertiary,False,128.69,"LINESTRING (114.0761777 22.5453862, 114.0764741 22.5453897, 114.0765198 22.5453914, 114.0774307 22.5453994)",2,30,,,
8044291611,8044291626,0,996762391,True,华富路,secondary,False,181.91899999999998,"LINESTRING (114.0761777 22.5453862, 114.0761747 22.5455493, 114.0761533 22.5467306, 114.076148 22.547022)",,40,,,
8044291625,6413070065,0,157205174,True,振华路,secondary,False,200.397,"LINESTRING (114.0763327 22.5470248, 114.0782838 22.5470546)",,,,,
8044291625,8044291626,0,891126152,False,振华路,secondary,True,18.97,"LINESTRING (114.0763327 22.5470248, 114.076148 22.547022)",,,,,
8044291626,8044291625,0,891126152,False,振华路,secondary,False,18.97,"LINESTRING (114.076148 22.547022, 114.0763327 22.5470248)",,,,,
8044291626,2319202446,0,616351221,True,振华西路,secondary,False,16.771,"LINESTRING (114.076148 22.547022, 114.0761292 22.5470391, 114.076113 22.5470519, 114.0760898 22.547064, 114.076052 22.5470769, 114.0760047 22.5470875)",2,40,,,
8044291626,5619242023,0,891126154,True,华富路,secondary,False,233.30900000000003,"LINESTRING (114.076148 22.547022, 114.0761438 22.5472504, 114.0761144 22.5488734, 114.0761099 22.5491199)",,40,,,
8044291639,8044279573,0,996762390,True,华富路,secondary,False,182.703,"LINESTRING (114.0759647 22.5490813, 114.0759688 22.5488747, 114.0759976 22.5474385)",,40,,,
8060848749,8791690581,0,949682254,True,,residential,False,86.607,"LINESTRING (114.0603935 22.5412028, 114.0604498 22.5412728, 114.060461 22.5419644)",,,,,
8076307462,500016970,0,41018946,True,,trunk_link,False,70.412,"LINESTRING (114.0668063 22.5426212, 114.0668608 22.5426185, 114.0674918 22.5426252)",,,,,
8076307470,500017668,0,1050532711,True,深南大道,primary,False,366.275,"LINESTRING (114.0664853 22.5427457, 114.0691813 22.5428009, 114.0700507 22.542826)",4,,,,
8076307470,8076307462,0,1050725187,True,,trunk_link,False,35.912,"LINESTRING (114.0664853 22.5427457, 114.0666965 22.5426506, 114.0667485 22.5426321, 114.0668063 22.5426212)",,,,,
8076307471,2530742246,0,1062897805,True,,primary_link,False,54.254999999999995,"LINESTRING (114.0630698 22.5404207, 114.0630796 22.5405862, 114.0630935 22.5407161, 114.0631222 22.5409059)",,,,,
8076307471,2367574828,0,"[41018947, 41018948, 1062897807]",True,彩田路,primary,False,555.1959999999999,"LINESTRING (114.0630698 22.5404207, 114.0629935 22.540622, 114.0629453 22.5408182, 114.0629359 22.5413487, 114.0628947 22.5436698, 114.0628702 22.5450544, 114.0628641 22.5453961)","['2', '4']",,yes,,
8076307482,8791690477,0,1050725186,True,深南大道,primary,False,139.685,"LINESTRING (114.0636582 22.5426877, 114.0641587 22.542698, 114.065018 22.5427156)",4,,,,
8152978225,8431769808,0,908054896,False,,residential,False,108.951,"LINESTRING (114.061943 22.5419019, 114.0619414 22.5419915, 114.0609776 22.5419824)",,,,,
8377247189,2367574753,0,901841903,False,,residential,False,7.577,"LINESTRING (114.0718902 22.5437407, 114.0718395 22.5437902)",,,,,
8377247190,7637463224,0,996321303,True,深南大道,primary,False,40.77,"LINESTRING (114.0718405 22.5430582, 114.0715739 22.5430715, 114.0714439 22.5430722)",4,,,,
8377247191,8377247190,0,901841902,True,田面一街,residential,False,75.672,"LINESTRING (114.0718328 22.5437387, 114.0718405 22.5430582)",2,,,,
8377247191,2367574753,0,901841903,False,,residential,True,5.768,"LINESTRING (114.0718328 22.5437387, 114.0718395 22.5437902)",,,,,
8431765802,8431765812,0,908054877,False,福虹路,tertiary,True,6.972,"LINESTRING (114.0787683 22.5403182, 114.0787676 22.5403809)",,,,,
8431765812,8431765802,0,908054877,False,福虹路,tertiary,False,6.972,"LINESTRING (114.0787676 22.5403809, 114.0787683 22.5403182)",,,,,
8431765812,8431765813,0,908054878,False,福华路,secondary,False,5.566,"LINESTRING (114.0787676 22.5403809, 114.0787137 22.5403757)",,,,,
8431765812,8431765803,0,908054874,True,福虹路,tertiary,False,296.961,"LINESTRING (114.0787676 22.5403809, 114.0787657 22.5404941, 114.0787611 22.5407639, 114.0787466 22.5416227, 114.0787314 22.542527, 114.0787307 22.5425639, 114.0787277 22.5427424, 114.0787225 22.5430512)",2,,,,
8431765813,8431765812,0,908054878,False,福华路,secondary,True,5.566,"LINESTRING (114.0787137 22.5403757, 114.0787676 22.5403809)",,,,,
8431769807,8431769808,0,908054894,False,,residential,False,19.607,"LINESTRING (114.0609809 22.5418061, 114.0609776 22.5419824)",,,,,
8431769808,8431769807,0,908054894,False,,residential,True,19.607,"LINESTRING (114.0609776 22.5419824, 114.0609809 22.5418061)",,,,,
8431769808,8791690581,0,908054896,False,,residential,False,53.101,"LINESTRING (114.0609776 22.5419824, 114.0606184 22.5419739, 114.060461 22.5419644)",,,,,
8431769808,8152978225,0,908054896,False,,residential,True,108.951,"LINESTRING (114.0609776 22.5419824, 114.0619414 22.5419915, 114.061943 22.5419019)",,,,,
8431769835,9555654423,0,777201517,True,,trunk_link,False,31.776,"LINESTRING (114.0653556 22.5430834, 114.0650623 22.5429924)",,,,,
8431769835,7893947001,0,740785646,False,,unclassified,True,112.14200000000001,"LINESTRING (114.0653556 22.5430834, 114.065341 22.5434443, 114.0653282 22.5436447, 114.0653126 22.5437059, 114.0652853 22.5437593, 114.0652313 22.5438038, 114.0650625 22.5439084, 114.0650275 22.5439424, 114.0650134 22.5439616)",2,,,,
8431769846,7962005411,0,1050725159,False,,primary_link,False,54.691,"LINESTRING (114.0604193 22.5430049, 114.060412 22.5434967)",,,,,
8431769852,8431769835,0,777201517,True,,trunk_link,False,124.881,"LINESTRING (114.0665658 22.543136, 114.0655165 22.5431222, 114.0654227 22.5431042, 114.0653556 22.5430834)",,,,,
8434694161,2324186905,0,857204492,False,福明路,tertiary,False,134.982,"LINESTRING (114.0760792 22.540548, 114.0760302 22.541326, 114.0760125 22.5417603)",,,,,
8791690457,8791690458,0,996762385,True,深南中路,primary,False,146.452,"LINESTRING (114.0792604 22.5431917, 114.0778347 22.5431631)",4,60,,,
8791690457,8791690465,0,25482041,False,中航路,secondary,True,95.526,"LINESTRING (114.0792604 22.5431917, 114.0792576 22.5433297, 114.0792475 22.5440507)",,30,,,
8791690458,8791690468,0,996762385,True,深南中路,primary,False,94.721,"LINESTRING (114.0778347 22.5431631, 114.0769126 22.5431446)",4,60,,,
8791690458,5827544491,0,616351233,False,,unclassified,False,95.69500000000001,"LINESTRING (114.0778347 22.5431631, 114.0778347 22.5432739, 114.0778342 22.5433843, 114.0778382 22.5440237)",,,,,
8791690465,8791690457,0,25482041,False,中航路,secondary,False,95.526,"LINESTRING (114.0792475 22.5440507, 114.0792576 22.5433297, 114.0792604 22.5431917)",,30,,,
8791690465,8791690466,0,25482041,False,中航路,secondary,True,74.821,"LINESTRING (114.0792475 22.5440507, 114.0792413 22.5444884, 114.0792364 22.5447235)",,30,,,
8791690466,8791690465,0,25482041,False,中航路,secondary,False,74.821,"LINESTRING (114.0792364 22.5447235, 114.0792413 22.5444884, 114.0792475 22.5440507)",,30,,,
8791690466,277665237,0,25482041,False,中航路,secondary,True,76.88300000000001,"LINESTRING (114.0792364 22.5447235, 114.079225 22.5452717, 114.0792369 22.5454144)",,30,,,
8791690466,5827544497,0,616351234,False,,unclassified,True,97.02999999999999,"LINESTRING (114.0792364 22.5447235, 114.0791564 22.5447229, 114.0782917 22.5447102)",,,,,
8791690468,8044291601,0,303591790,True,,primary_link,False,110.67000000000003,"LINESTRING (114.0769126 22.5431446, 114.0768174 22.5431487, 114.0767502 22.5431535, 114.076684 22.5431601, 114.0766207 22.5431702, 114.0765617 22.5431855, 114.0765055 22.5432064, 114.0764576 22.543234, 114.0764161 22.5432647, 114.0763867 22.5432929, 114.0763576 22.5433282, 114.0763246 22.5433769, 114.0762908 22.5434383, 114.0762663 22.5434927, 114.0762465 22.5435427, 114.0762319 22.5435914, 114.0762209 22.5436477, 114.0762138 22.5436852, 114.0762078 22.5437274)",,,,,
8791690468,558849727,0,996762385,True,深南中路,primary,False,71.287,"LINESTRING (114.0769126 22.5431446, 114.0763396 22.5431331, 114.0762186 22.5431318)",4,60,,,
8791690477,8076307470,0,1050532711,True,深南大道,primary,False,150.728,"LINESTRING (114.065018 22.5427156, 114.0664853 22.5427457)",4,,,,
8791690477,6935534219,0,740785648,True,,tertiary,False,128.238,"LINESTRING (114.065018 22.5427156, 114.0650515 22.5427118, 114.0650735 22.5427066, 114.0651017 22.5426953, 114.0651249 22.5426791, 114.0651561 22.5426463, 114.0651835 22.5425991, 114.0653 22.5423084, 114.0653249 22.5422807, 114.0653724 22.5422592, 114.0654351 22.542252, 114.0659715 22.5422586)",,,,,
8791690547,7252052327,0,949682257,True,,residential,False,2.707,"LINESTRING (114.060343 22.5419573, 114.0603693 22.5419589)",,,,,
8791690547,8791690550,0,672979250,True,,primary_link,False,20.410999999999998,"LINESTRING (114.060343 22.5419573, 114.0603992 22.541992, 114.0604292 22.5420352, 114.060448 22.5421028)",,,,,
8791690550,8791690556,0,672979250,True,,primary_link,False,64.628,"LINESTRING (114.060448 22.5421028, 114.0604423 22.5424992, 114.0604487 22.5425377, 114.0604665 22.5425723, 114.0604937 22.5425983, 114.0605227 22.5426139, 114.0605649 22.5426244)",,,,,
8791690556,8076307482,0,1050725175,True,深南大道,primary,False,317.75800000000004,"LINESTRING (114.0605649 22.5426244, 114.0616986 22.5426476, 114.0636582 22.5426877)",4,,,,
8791690581,8791690550,0,949682256,True,,residential,False,15.447,"LINESTRING (114.060461 22.5419644, 114.060448 22.5421028)",,,,,
8791690581,8431769808,0,908054896,False,,residential,True,53.101,"LINESTRING (114.060461 22.5419644, 114.0606184 22.5419739, 114.0609776 22.5419824)",,,,,
8878665892,7962005428,0,996207993,True,福中路,secondary,False,182.68900000000002,"LINESTRING (114.0621231 22.5475861, 114.0605494 22.5475686, 114.060484 22.5475677, 114.0603443 22.5475657)",2,40,,,
8878665902,8878665892,0,959613670,True,,primary_link,False,82.741,"LINESTRING (114.0626512 22.5480681, 114.0626277 22.5479798, 114.062598 22.5479079, 114.0625517 22.5478241, 114.0624934 22.5477454, 114.0624677 22.5477175, 114.062438 22.5476937, 114.0623644 22.5476495, 114.0622901 22.5476204, 114.0622129 22.5476002, 114.0621231 22.5475861)",1,,,,
8878665902,2367560891,0,996207990,True,彩田路,primary,False,52.881,"LINESTRING (114.0626512 22.5480681, 114.0626573 22.5477306, 114.0626584 22.5476701, 114.0626598 22.5475926)",2,,,,
8878665913,1783923055,0,996207990,True,彩田路,primary,False,89.686,"LINESTRING (114.062674 22.5469947, 114.0626851 22.5461882)",2,,,,
8878670822,8878665913,0,959613671,True,,primary_link,False,77.28800000000001,"LINESTRING (114.0621625 22.5474482, 114.0621999 22.5474428, 114.0622357 22.5474344, 114.0622773 22.5474207, 114.0623224 22.5474019, 114.0623634 22.5473825, 114.0623974 22.5473637, 114.062426 22.5473462, 114.0624503 22.5473286, 114.0624764 22.5473072, 114.062503 22.5472835, 114.0625269 22.547259, 114.0625554 22.5472255, 114.0625812 22.5471914, 114.0626155 22.5471423, 114.0626386 22.5471031, 114.0626558 22.5470634, 114.0626658 22.5470316, 114.062674 22.5469947)",1,,,,
8878670822,500015611,0,"[1050511773, 853601614]",True,福中路,secondary,False,51.339999999999996,"LINESTRING (114.0621625 22.5474482, 114.0624762 22.5474533, 114.0625192 22.547455, 114.0626622 22.5474606)",3,40,,,
9200052964,500016474,0,41019079,True,皇岗路,trunk,False,172.913,"LINESTRING (114.0674455 22.5431878, 114.0674469 22.5429657, 114.067449 22.5427051, 114.0674585 22.5424766, 114.0674788 22.5422336, 114.0674979 22.5421072, 114.0675222 22.5419874, 114.0675607 22.541849, 114.0675879 22.5417622, 114.0676282 22.5416511)",3,,yes,,
9555654423,10031001799,0,1050725161,True,深南大道,primary,False,258.819,"LINESTRING (114.0650623 22.5429924, 114.0633193 22.5429646, 114.0625425 22.5429522)",4,,,,
9655569173,9655569174,0,1050725162,True,,primary_link,False,77.253,"LINESTRING (114.0682328 22.5430431, 114.067489 22.5431468)",1,,,,
9655569173,9555654423,0,1050725158,True,深南大道,primary,False,325.656,"LINESTRING (114.0682328 22.5430431, 114.0663385 22.5430128, 114.0653159 22.5429965, 114.0650623 22.5429924)",4,,,,
9655569174,8431769852,0,777201517,True,,trunk_link,False,94.819,"LINESTRING (114.067489 22.5431468, 114.0672627 22.5431433, 114.0665658 22.543136)",,,,,
10031001799,8431769846,0,777201409,True,,primary_link,False,219.62199999999999,"LINESTRING (114.0625425 22.5429522, 114.0622527 22.5430392, 114.0605798 22.5430079, 114.0604193 22.5430049)",,,,,
