u,v,key,osmid,name,highway,oneway,reversed,length,geometry,lanes,junction,bridge
5472782249,5472782249,0,147463750,嘉富坊 Ka Fu Close,residential,False,False,73.834,"LINESTRING (114.1243118 22.5061343, 114.1244485 22.5062547, 114.1244767 22.5062907, 114.1244753 22.5063316, 114.1244552 22.506365, 114.124419 22.5063836, 114.124368 22.5063886, 114.1243345 22.5063675, 114.1243157 22.5063278, 114.1243265 22.5062919, 114.1243372 22.5062312, 114.1243359 22.5061978, 114.1243211 22.5061631, 114.1243118 22.5061343)",,,
5472782249,5472782249,1,147463750,嘉富坊 Ka Fu Close,residential,False,True,73.834,"LINESTRING (114.1243118 22.5061343, 114.1243211 22.5061631, 114.1243359 22.5061978, 114.1243372 22.5062312, 114.1243265 22.5062919, 114.1243157 22.5063278, 114.1243345 22.5063675, 114.124368 22.5063886, 114.124419 22.5063836, 114.1244552 22.506365, 114.1244753 22.5063316, 114.1244767 22.5062907, 114.1244485 22.5062547, 114.1243118 22.5061343)",,,
5472782249,1606824569,0,147463750,嘉富坊 Ka Fu Close,residential,False,True,293.603,"LINESTRING (114.1243118 22.5061343, 114.1241897 22.5060268, 114.1241414 22.5060094, 114.1241027 22.5060066, 114.1240435 22.5060147, 114.1238273 22.5061724, 114.1233171 22.5066387, 114.1231379 22.5068072, 114.1230377 22.5068929, 114.1221795 22.507605)",,,
6028023398,6028023399,0,668664447,馬會道 Jockey Club Road,primary,True,False,9.223,"LINESTRING (114.1306244 22.5042734, 114.1306857 22.5042128)",,,
6028023398,5221716285,0,539664785,龍琛路 Lung Sum Avenue,tertiary,True,False,72.09700000000001,"LINESTRING (114.1306244 22.5042734, 114.1307019 22.5043395, 114.1307317 22.5043649, 114.1310018 22.5046213, 114.1311435 22.5047056)",2,,
6028023399,1606824210,0,639785879,龍琛路 Lung Sum Avenue,secondary,True,False,10.79,"LINESTRING (114.1306857 22.5042128, 114.1306085 22.504147)",2,,
6028023399,5221254563,0,"[668664448, 147463748]",馬會道 Jockey Club Road,primary,True,False,232.123,"LINESTRING (114.1306857 22.5042128, 114.1307688 22.5041382, 114.1308058 22.5041017, 114.1322335 22.5026921)",,,
6611408864,637882088,0,"[762645880, 147463757]",龍琛路 Lung Sum Avenue,secondary,True,False,50.858,"LINESTRING (114.1286119 22.5029443, 114.1286758 22.5029252, 114.1287302 22.5028917, 114.1287538 22.5028642, 114.128776 22.5028307, 114.1288033 22.5027496, 114.128805 22.5027158, 114.1287999 22.5026742, 114.1287885 22.5026311, 114.1287614 22.5025815)",,circular,
6611408864,637864340,0,759964888,龍琛路 Lung Sum Avenue,secondary,True,False,114.834,"LINESTRING (114.1286119 22.5029443, 114.1288719 22.5029326, 114.1289444 22.5029337, 114.1289877 22.5029396, 114.1290266 22.5029493, 114.1291032 22.5029725, 114.129163 22.5030046, 114.1292016 22.5030281, 114.1292995 22.5031055, 114.1294791 22.5032633, 114.1295146 22.5032938, 114.129572 22.503345)",2,,
6694206552,6695902579,0,784750751,寶運路 Po Wan Road,tertiary,True,False,12.567,"LINESTRING (114.1254486 22.5060857, 114.1255483 22.5060202)",,,
6694206552,637864826,0,784750752,寶石湖路 Po Shek Wu Road,primary,True,False,202.93800000000002,"LINESTRING (114.1254486 22.5060857, 114.1255251 22.5061611, 114.1255571 22.5061927, 114.1261847 22.506812, 114.1263627 22.5069917, 114.1265769 22.5072162, 114.1266506 22.507346, 114.126684 22.5074237, 114.1266726 22.5074798)",2,,
6694206553,6694206552,0,784750746,寶石湖路 Po Shek Wu Road,primary,True,False,8.258,"LINESTRING (114.1253924 22.5060326, 114.1254486 22.5060857)",2,,
6694206553,7331387499,0,784750745,寶運路 Po Wan Road,tertiary,True,False,80.176,"LINESTRING (114.1253924 22.5060326, 114.125282 22.5061481, 114.1249858 22.5064094, 114.1249221 22.5064446, 114.1248584 22.506465, 114.1247974 22.5064775)",,,
6695902579,6695902580,0,784750749,寶石湖路 Po Shek Wu Road,primary,True,False,12.294,"LINESTRING (114.1255483 22.5060202, 114.125471 22.5059358)",2,,
6695902579,5226359296,0,784750750,寶運路 Po Wan Road,tertiary,True,False,159.717,"LINESTRING (114.1255483 22.5060202, 114.1257005 22.5058876, 114.1259141 22.5057225, 114.1261234 22.5055932, 114.1262094 22.5055498, 114.126296 22.5055083, 114.1264484 22.5054543, 114.1265842 22.5054211, 114.1267896 22.5053951, 114.1268983 22.5053945)",,,
6695902580,6694206553,0,784750748,寶運路 Po Wan Road,tertiary,True,False,13.456,"LINESTRING (114.125471 22.5059358, 114.1253924 22.5060326)",,,
6695902580,5084650536,0,"[50178000, 784750747, 50177989]",寶石湖路 Po Shek Wu Road,primary,True,False,375.35599999999994,"LINESTRING (114.125471 22.5059358, 114.1248834 22.5053552, 114.1243461 22.5048468, 114.1239842 22.5044862, 114.1238375 22.5043164, 114.1237009 22.5040535, 114.1236603 22.5039639, 114.1236269 22.5038524, 114.123605 22.5037617, 114.1235662 22.503498, 114.1235616 22.5034208, 114.1235583 22.5033655, 114.123557 22.5033435, 114.1235537 22.5032005)",2,,yes
6779293979,6779293972,0,722711544,寶運路 Po Wan Road,tertiary,True,False,13.466,"LINESTRING (114.1211438 22.5097676, 114.1211148 22.5098857)",,,
6779293979,637882059,0,784750744,寶運路 Po Wan Road,tertiary,False,True,158.759,"LINESTRING (114.1211438 22.5097676, 114.1211622 22.5096925, 114.1212811 22.5092443, 114.1212927 22.5092189, 114.1213244 22.5091495, 114.1214072 22.5089915, 114.1215141 22.5088286, 114.1216126 22.5086895, 114.1218045 22.5085074)",,,
7151183323,7151183337,0,765688272,,secondary,True,False,17.164,"LINESTRING (114.1281517 22.5006069, 114.1281715 22.5005945, 114.128187 22.5005778, 114.1281974 22.5005579, 114.1282019 22.5005363, 114.1282001 22.5005143, 114.1281923 22.5004935, 114.1281789 22.5004752)",,,
7151183329,7151183331,0,147463718,彩園路 Choi Yuen Road,secondary,True,False,53.768,"LINESTRING (114.1280238 22.5005049, 114.1279674 22.5006081, 114.1278829 22.5007513, 114.1278419 22.5008153, 114.1278134 22.5008555, 114.1277597 22.5009213)",,,
7151183329,7151183323,0,1100756835,,secondary,True,False,22.062,"LINESTRING (114.1280238 22.5005049, 114.1280194 22.5005266, 114.1280211 22.5005486, 114.128029 22.5005694, 114.1280424 22.5005876, 114.1280605 22.500602, 114.1280819 22.5006116, 114.1281054 22.5006158, 114.1281292 22.5006141, 114.1281517 22.5006069)",,,
7151183331,7151183323,0,765688271,彩園路 Choi Yuen Road,secondary,True,False,53.42699999999999,"LINESTRING (114.1277597 22.5009213, 114.1278585 22.5008545, 114.1279425 22.5007924, 114.1280833 22.5006631, 114.1281517 22.5006069)",,,
7151183331,2418770847,0,"[147463714, 668664439, 975183754, 765688273, 765696343]",彩園路 Choi Yuen Road,secondary,False,False,441.588,"LINESTRING (114.1277597 22.5009213, 114.1276583 22.5010086, 114.1275421 22.5011149, 114.1275033 22.5011473, 114.1274575 22.5011855, 114.1274421 22.5011984, 114.1273589 22.5012679, 114.1273403 22.5012834, 114.1273147 22.5013047, 114.127143 22.5014483, 114.127113 22.5014716, 114.1268983 22.5016356, 114.1266744 22.5017856, 114.1263768 22.501952, 114.1262315 22.5020224, 114.1258628 22.502218, 114.1258096 22.5022462, 114.125506 22.5024112, 114.125304 22.5025129, 114.1250539 22.5026358, 114.1250464 22.5026396, 114.1248111 22.5027606, 114.124672 22.5028313, 114.1245733 22.5028847, 114.1243477 22.5029911, 114.1242722 22.5030256, 114.1241717 22.5030702)",2,,
7151183337,7509496107,0,802792994,百和路 Pak Wo Road,secondary,True,False,38.123000000000005,"LINESTRING (114.1281789 22.5004752, 114.1281527 22.5004279, 114.1281214 22.5003874, 114.1280764 22.5003405, 114.1280116 22.5002863, 114.1279302 22.5002258)",,,
7151183337,7509496115,0,1100756832,,secondary,True,False,17.164,"LINESTRING (114.1281789 22.5004752, 114.1281608 22.5004608, 114.1281393 22.5004513, 114.1281159 22.5004471, 114.1280921 22.5004487, 114.1280695 22.500456, 114.1280498 22.5004684, 114.1280342 22.5004851)",,,
7331387499,637882059,0,784750744,寶運路 Po Wan Road,tertiary,False,False,391.416,"LINESTRING (114.1247974 22.5064775, 114.1243693 22.5065154, 114.1242436 22.5065433, 114.1241345 22.506574, 114.1239954 22.5066426, 114.1233603 22.5071674, 114.1219096 22.5084104, 114.1218045 22.5085074)",,,
7331387499,6694206552,0,784750753,寶運路 Po Wan Road,tertiary,True,False,81.92500000000001,"LINESTRING (114.1247974 22.5064775, 114.1248894 22.5064658, 114.1249575 22.5064495, 114.1250451 22.5064143, 114.1251123 22.5063726, 114.1253099 22.5062005, 114.1253251 22.506187, 114.1254486 22.5060857)",,,
7369001317,7369001321,0,147463678,智昌路 Chi Cheong Road,tertiary,False,False,17.195,"LINESTRING (114.1322147 22.5010037, 114.1322286 22.5009406, 114.1322371 22.5008507)",,,
7369001317,637882094,0,147463678,智昌路 Chi Cheong Road,tertiary,False,True,139.85899999999998,"LINESTRING (114.1322147 22.5010037, 114.1321822 22.5010719, 114.132102 22.5011749, 114.1320526 22.5012235, 114.1315185 22.5017487, 114.1313207 22.5019462)",,,
7369001317,7369001322,0,788169172,智順里 Chi Shun Lane,residential,True,False,31.997000000000003,"LINESTRING (114.1322147 22.5010037, 114.1323719 22.5010147, 114.1323891 22.5010144, 114.1324359 22.5010182, 114.1324969 22.5010379, 114.1325163 22.5010525)",,,
7369001321,7369001373,0,"[963030326, 147463678]",智昌路 Chi Cheong Road,tertiary,False,False,248.9170000000001,"LINESTRING (114.1322371 22.5008507, 114.1322276 22.5007697, 114.1321998 22.500696, 114.1321531 22.500627, 114.1321399 22.5006123, 114.1320812 22.5005383, 114.1319968 22.5004942, 114.1319186 22.5004717, 114.1318618 22.5004593, 114.1317804 22.5004575, 114.1316705 22.500478, 114.1315342 22.5005385, 114.1313849 22.5006596, 114.1312746 22.5007287, 114.1312589 22.5007355, 114.1312237 22.5007451, 114.1311801 22.5007571, 114.1311593 22.5007628, 114.1310701 22.500777, 114.1310475 22.5007806, 114.1309266 22.5007853, 114.1308371 22.500775, 114.1307206 22.5007426, 114.1305945 22.5006894, 114.1304919 22.5006133, 114.1304792 22.5006039, 114.1302916 22.5004292, 114.1302854 22.5004246)",,,
7369001321,7369001317,0,147463678,智昌路 Chi Cheong Road,tertiary,False,True,17.195,"LINESTRING (114.1322371 22.5008507, 114.1322286 22.5009406, 114.1322147 22.5010037)",,,
7369001322,7369001321,0,788169173,智順里 Chi Shun Lane,residential,True,False,36.527,"LINESTRING (114.1325163 22.5010525, 114.1323814 22.5009388, 114.1322371 22.5008507)",,,
7369001322,1599358786,0,788169174,智順里 Chi Shun Lane,residential,False,False,48.299,"LINESTRING (114.1325163 22.5010525, 114.1327749 22.5012477, 114.1328804 22.5013273)",,,
7369001373,6286810234,0,788169178,智昌路 Chi Cheong Road,tertiary,True,False,51.32,"LINESTRING (114.1302854 22.5004246, 114.1301893 22.5002958, 114.130155 22.5002633, 114.1300813 22.5001936, 114.1300543 22.500165, 114.1300384 22.5001502, 114.1299623 22.5000743)",,,
7369001373,7369001321,0,"[147463678, 963030326]",智昌路 Chi Cheong Road,tertiary,False,True,248.917,"LINESTRING (114.1302854 22.5004246, 114.1302916 22.5004292, 114.1304792 22.5006039, 114.1304919 22.5006133, 114.1305945 22.5006894, 114.1307206 22.5007426, 114.1308371 22.500775, 114.1309266 22.5007853, 114.1310475 22.5007806, 114.1310701 22.500777, 114.1311593 22.5007628, 114.1311801 22.5007571, 114.1312237 22.5007451, 114.1312589 22.5007355, 114.1312746 22.5007287, 114.1313849 22.5006596, 114.1315342 22.5005385, 114.1316705 22.500478, 114.1317804 22.5004575, 114.1318618 22.5004593, 114.1319186 22.5004717, 114.1319968 22.5004942, 114.1320812 22.5005383, 114.1321399 22.5006123, 114.1321531 22.500627, 114.1321998 22.500696, 114.1322276 22.5007697, 114.1322371 22.5008507)",,,
7369001381,6286810234,0,930768611,新運路 San Wan Road,secondary,True,False,8.847,"LINESTRING (114.1299006 22.5001298, 114.1299623 22.5000743)",,,
7369001381,7369001373,0,788169179,智昌路 Chi Cheong Road,tertiary,True,False,51.608000000000004,"LINESTRING (114.1299006 22.5001298, 114.129976 22.5001988, 114.1299933 22.5002147, 114.1300925 22.5003053, 114.1302534 22.5004007, 114.1302854 22.5004246)",,,
7369001382,7369001381,0,788169179,智昌路 Chi Cheong Road,tertiary,True,False,12.185,"LINESTRING (114.1298192 22.5000501, 114.1299006 22.5001298)",,,
7369001382,1449544294,0,50181698,新運路 San Wan Road,secondary,True,False,249.634,"LINESTRING (114.1298192 22.5000501, 114.1297713 22.500091, 114.1297228 22.500131, 114.1297012 22.5001495, 114.1291885 22.5005888, 114.128403 22.5012623, 114.1280443 22.5015833)",,,
7380474734,7500821369,0,157734987,符興街 Fu Hing Street,unclassified,True,False,133.004,"LINESTRING (114.1288052 22.5040732, 114.1287655 22.5040178, 114.1287589 22.5040127, 114.1286526 22.5039306, 114.1286341 22.5039192, 114.1286141 22.5039146, 114.1285906 22.5039127, 114.1285624 22.5039122, 114.1280234 22.5039588, 114.1277235 22.5039844, 114.1276963 22.5039869, 114.1275857 22.5039972)",,,
7380474734,637864218,0,255289142,新康街 San Hong Street,unclassified,True,False,53.446,"LINESTRING (114.1288052 22.5040732, 114.1288723 22.5040098, 114.129125 22.503771, 114.1291689 22.5037295)",1,,
7491047783,1599358895,0,146667529,智賢里 Chi Yin Lane,residential,False,True,97.285,"LINESTRING (114.1312717 22.5025505, 114.1312184 22.5025142, 114.1311802 22.5025013, 114.1311351 22.5025067, 114.1310934 22.5025291, 114.1310346 22.5025866, 114.1310022 22.5026181, 114.1307866 22.5028286, 114.1307565 22.5028457, 114.1307275 22.5028511, 114.1306963 22.50285, 114.1306731 22.5028415, 114.1306522 22.5028277, 114.1305952 22.502787, 114.1305358 22.5027358)",,,
7500672163,637882053,0,147463808,新運里 San Wan Lane,residential,False,True,46.934,"LINESTRING (114.1264363 22.5029145, 114.1262479 22.503014, 114.1262159 22.5030342, 114.1261932 22.5030529, 114.1261772 22.503084, 114.1261717 22.5031186, 114.1261616 22.5032064)",,,
7500821299,637864109,0,801925691,新樂街 San Lok Street,residential,False,False,178.25600000000003,"LINESTRING (114.128943 22.5035287, 114.1288398 22.5034391, 114.1288159 22.503427, 114.1287882 22.5034198, 114.1287464 22.5034174, 114.1283767 22.503452, 114.1273228 22.5035538, 114.1272896 22.503557, 114.1272589 22.5035615)",,,
7500821369,637864200,0,157734987,符興街 Fu Hing Street,unclassified,True,False,30.677,"LINESTRING (114.1275857 22.5039972, 114.1274943 22.504006, 114.1273718 22.5040179, 114.1272887 22.5040259)",,,
7500821439,637864176,0,50177981,巡撫街 Tsun Fu Street,residential,True,False,84.838,"LINESTRING (114.1270653 22.5047518, 114.1271006 22.5047664, 114.1271158 22.5047762, 114.1273803 22.5049471, 114.1274013 22.5049695, 114.1274175 22.5050018, 114.1274221 22.5050347, 114.12744 22.5051681, 114.1274478 22.5052172, 114.1274765 22.5052656, 114.1275386 22.5053128)",,,
7500821439,637864202,0,801925715,新財街 San Tsoi Street,residential,True,False,45.39,"LINESTRING (114.1270653 22.5047518, 114.1271036 22.5047042, 114.1271179 22.5046865, 114.1273224 22.5044415, 114.1273339 22.5044277)",,,
7500882174,637864658,0,147463954,,tertiary,True,False,30.278,"LINESTRING (114.1274793 22.506826, 114.1273012 22.5067932, 114.1271905 22.5067716)",,,
7502520963,5221254563,0,146667669,天平里 Tin Ping Lane,residential,False,True,67.332,"LINESTRING (114.1327107 22.503107, 114.1325612 22.5029695, 114.1325458 22.5029565, 114.1323306 22.502773, 114.1323062 22.5027517, 114.1322335 22.5026921)",,,
7509496107,7509496115,0,802792992,百和路 Pak Wo Road,secondary,True,False,31.770000000000003,"LINESTRING (114.1279302 22.5002258, 114.1279806 22.5002907, 114.128004 22.5003258, 114.1280203 22.5003557, 114.1280285 22.5003865, 114.1280361 22.5004213, 114.128037 22.5004513, 114.1280342 22.5004851)",,,
7509496115,7151183329,0,1100756831,,secondary,True,False,2.447,"LINESTRING (114.1280342 22.5004851, 114.1280238 22.5005049)",,,
7572063361,598635677,0,31976678,寶石湖路 Po Shek Wu Road,primary,True,False,153.11300000000003,"LINESTRING (114.1235746 22.5014247, 114.123568 22.5014609, 114.1235223 22.5018209, 114.1234686 22.5023865, 114.123447 22.5027161, 114.1234392 22.5027956)",,,
7572063361,1606823930,0,147463891,,residential,False,True,20.798,"LINESTRING (114.1235746 22.5014247, 114.1235189 22.5014167, 114.1234645 22.5014179, 114.1234233 22.5014269, 114.1234 22.5014343, 114.1233774 22.5014435)",2,,
7572431450,7572431717,0,809940907,,residential,False,False,37.488,"LINESTRING (114.1221076 22.501189, 114.1218026 22.5013741)",1,,
7572431450,7649262964,0,809940896,,residential,False,True,73.86,"LINESTRING (114.1221076 22.501189, 114.1222419 22.5013836, 114.1222521 22.5013994, 114.1222652 22.5014229, 114.122266 22.5015929, 114.1222804 22.5016059, 114.1224969 22.5016068)",1,,
7572431450,1606823930,0,809940907,,residential,False,True,160.24200000000002,"LINESTRING (114.1221076 22.501189, 114.1221294 22.5011757, 114.1221598 22.5011627, 114.122252 22.5011455, 114.1223174 22.5011304, 114.1225404 22.5010355, 114.1225988 22.5010398, 114.1227377 22.5010905, 114.1227925 22.5011066, 114.1229793 22.5011066, 114.1230155 22.5011066, 114.1231888 22.5011462, 114.1233114 22.5011884, 114.1233368 22.5012081, 114.1233561 22.5012316, 114.1233613 22.501283, 114.1233774 22.5014435)",1,,
7572431495,1606823930,0,809940907,,residential,False,False,186.513,"LINESTRING (114.122537 22.5026231, 114.1225644 22.502609, 114.1226264 22.502593, 114.1229537 22.5025865, 114.1229641 22.5025808, 114.1229805 22.5025549, 114.1229814 22.5025023, 114.1229817 22.502487, 114.1229817 22.5024417, 114.1229922 22.5024029, 114.1230017 22.5023892, 114.1230202 22.502363, 114.1230389 22.5023122, 114.1230686 22.5022317, 114.1230902 22.5021731, 114.1230961 22.5021375, 114.1230981 22.5021218, 114.1231101 22.5020286, 114.1231229 22.5019941, 114.1231324 22.5019867, 114.1232515 22.5018945, 114.1232677 22.5018819, 114.1233914 22.5017482, 114.123411 22.5017086, 114.123413 22.5016663, 114.1233947 22.501532, 114.1233795 22.5014644, 114.1233774 22.5014435)",1,,
7572431717,7572431450,0,809940907,,residential,False,True,37.488,"LINESTRING (114.1218026 22.5013741, 114.1221076 22.501189)",1,,
7649262964,7572431450,0,809940896,,residential,False,False,73.86,"LINESTRING (114.1224969 22.5016068, 114.1222804 22.5016059, 114.122266 22.5015929, 114.1222652 22.5014229, 114.1222521 22.5013994, 114.1222419 22.5013836, 114.1221076 22.501189)",1,,
9385538460,598635549,0,"[46890306, 644715150]",,motorway_link,True,False,392.313,"LINESTRING (114.1233636 22.5000235, 114.1233199 22.5000605, 114.1232369 22.5001142, 114.1229766 22.5002414, 114.1221392 22.5006251, 114.1213687 22.5010248, 114.1208201 22.5013417, 114.1200845 22.5018182)",1,,
9385538460,598635556,0,"[689332848, 46890314, 689332845]",大頭嶺迴旋處 Tai Tau Leng Roundabout,"['primary', 'secondary']",True,False,67.14000000000001,"LINESTRING (114.1233636 22.5000235, 114.1233316 22.5000983, 114.123326 22.5001367, 114.1233132 22.5002244, 114.1233443 22.5003484, 114.1233825 22.5004013, 114.123395 22.5004185, 114.1234207 22.5004542, 114.1235514 22.5005283)",,roundabout,
